z,ds,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.297310,0.303492,1.000000,0.923646,0.066485,-0.352133,0.325816
0.297450,0.303536,1.000000,0.925182,0.066651,-0.490583,0.296066
0.296971,0.303106,1.000000,0.940924,0.066154,-0.347556,0.278903
0.296606,0.302548,1.000000,0.945724,0.065718,-0.352705,0.348986
0.296864,0.302615,0.986364,0.948988,0.065843,-0.466269,0.325244
0.296188,0.301939,0.986364,0.961467,0.065167,-0.411060,0.131013
0.295740,0.301490,0.959091,0.980282,0.064881,-0.349273,0.363861
0.294770,0.300617,0.918182,0.969146,0.063942,-0.503170,0.262026
0.293546,0.299201,0.875758,0.988345,0.062713,-0.357568,0.284338
0.292166,0.297725,0.875758,1.004472,0.061471,-0.452538,0.361287
0.290922,0.296290,0.830303,1.018103,0.060274,-0.464552,0.424219
0.289461,0.293726,0.784849,1.036150,0.058884,-0.442240,0.338689
0.287494,0.290225,0.784849,1.049781,0.057035,-0.514040,0.312658
0.284544,0.286220,0.743939,1.067827,0.054193,-0.549797,0.380166
0.281103,0.282395,0.704545,1.086258,0.051102,-0.552371,0.403623
0.276911,0.277389,0.665152,1.105265,0.047425,-0.345840,0.400190
0.272187,0.271562,0.665152,1.111600,0.043746,-0.539213,0.306078
0.266779,0.265771,0.619697,1.125039,0.039821,-0.571823,0.251156
0.262337,0.260226,0.566667,1.149422,0.037603,-0.471418,0.446531
0.256962,0.254036,0.566667,1.164397,0.035620,-0.498879,0.425363
0.250720,0.247363,0.507576,1.174380,0.033561,-0.514040,0.364719
0.242735,0.239761,0.451515,1.185707,0.031107,-0.506889,0.411060
0.235830,0.230891,0.401515,1.199722,0.029655,-0.512038,0.306078
0.228518,0.221997,0.401515,1.205674,0.029020,-0.502026,0.157902
0.220124,0.213411,0.359091,1.213737,0.028854,-0.448533,0.320667
0.210296,0.202432,0.316667,1.231784,0.028296,-0.460262,0.263456
0.202166,0.191522,0.316667,1.229864,0.027946,-0.438808,0.198522
0.193008,0.180207,0.271212,1.239463,0.026961,-0.400190,0.237711
0.183082,0.169898,0.224242,1.249062,0.025932,-0.341835,-0.016877
0.173708,0.158798,0.180303,1.241767,0.023923,-0.342407,0.151323
0.164126,0.147059,0.180303,1.236199,0.021567,-0.265745,0.157044
0.154375,0.136589,0.136364,1.220648,0.019842,-0.349559,0.045769
0.145956,0.127450,0.092424,1.210857,0.018641,-0.260310,0.067795
0.136729,0.117696,0.092424,1.207209,0.016182,-0.256305,0.057211
0.128578,0.108922,0.056061,1.196074,0.013791,-0.205673,0.111561
0.120708,0.101292,0.030303,1.179947,0.011251,-0.224553,0.114708
0.112889,0.093425,0.012121,1.158253,0.008101,-0.227985,-0.024887
0.106167,0.087373,0.012121,1.138286,0.004932,-0.182503,-0.042336
0.100708,0.080572,0.000000,1.124079,0.000944,-0.192229,-0.022026
0.096195,0.074670,0.000000,1.096049,-0.003207,-0.140167,-0.049201
0.091464,0.069651,0.000000,1.079539,-0.007019,-0.140739,-0.068081
0.088272,0.066746,0.000000,1.059764,-0.009433,-0.098117,-0.104124
0.085924,0.064446,0.000000,1.026742,-0.011609,-0.153325,-0.130155
0.084089,0.062802,0.000000,1.011959,-0.013082,-0.159046,-0.035757
0.083617,0.062091,0.000000,0.986617,-0.013221,-0.106412,-0.044338
0.083489,0.061628,0.000000,0.975482,-0.013241,-0.117568,-0.183075
0.083398,0.061298,0.000000,0.943804,-0.013260,-0.143885,-0.071228
0.083638,0.061633,0.000000,0.931325,-0.012883,-0.080095,-0.061216
0.085003,0.062902,0.000000,0.909247,-0.011457,-0.193373,-0.001430
0.086894,0.064314,0.000000,0.911167,-0.009505,-0.217687,-0.118713
0.088964,0.066192,0.000000,0.888128,-0.007526,-0.164767,0.013445
0.091118,0.068346,0.000000,0.880641,-0.005361,-0.098403,-0.034899
0.093329,0.070510,0.000000,0.881409,-0.003175,-0.212825,0.003719
0.095490,0.072526,0.000000,0.865858,-0.001162,-0.206245,-0.020596
0.097565,0.074697,0.000000,0.859330,0.000850,-0.285196,0.031752
0.099036,0.076312,0.000000,0.853763,0.002373,-0.144458,-0.029750
0.100580,0.077952,0.000000,0.845507,0.003924,-0.153325,-0.021454
0.102189,0.079321,0.000000,0.844547,0.005467,-0.208820,-0.018880
0.104026,0.081014,0.000000,0.851651,0.007371,-0.222264,0.024029
0.106630,0.083618,-0.007576,0.844163,0.009958,-0.213397,-0.072086
0.108742,0.085922,-0.068182,0.830916,0.012078,-0.231990,0.044052
0.109655,0.087746,-0.068182,0.834564,0.013884,-0.202813,0.075518
0.109426,0.089003,-0.145455,0.826885,0.015378,-0.246579,0.121859
0.109691,0.089939,-0.225758,0.831108,0.016682,-0.278045,0.110703
0.110025,0.089554,-0.303030,0.842820,0.017274,-0.258021,0.129869
0.108528,0.088585,-0.303030,0.847427,0.017157,-0.322383,0.105268
0.106126,0.087380,-0.386364,0.858562,0.016156,-0.356996,0.158474
0.103173,0.084140,-0.477273,0.876993,0.014227,-0.345554,0.159618
0.099436,0.079300,-0.477273,0.875841,0.011071,-0.355852,0.163051
0.094004,0.073101,-0.590909,0.885441,0.008176,-0.266603,0.104124
0.088644,0.068269,-0.690909,0.907519,0.007579,-0.348986,0.142169
0.080917,0.061788,-0.775758,0.923262,0.006557,-0.261168,0.069511
0.072246,0.052830,-0.775758,0.933245,0.005262,-0.246293,0.149893
0.062880,0.042217,-0.845455,0.936893,0.004147,-0.292348,0.100405
0.052352,0.031353,-0.907576,0.936125,0.003759,-0.289487,0.080095
0.040593,0.020074,-0.907576,0.952444,0.003748,-0.158188,0.086102
0.028113,0.007066,-0.959091,0.938621,0.003028,-0.082670,0.033182
0.015971,-0.006130,-0.993939,0.930749,0.001974,-0.027175,-0.191084
0.003143,-0.018814,-1.000000,0.921918,0.000162,-0.064648,-0.155328
-0.009963,-0.031680,-1.000000,0.894272,-0.002905,0.022026,-0.167628
-0.021957,-0.043531,-1.000000,0.857794,-0.005934,0.063504,-0.251442
-0.032295,-0.053485,-1.000000,0.830724,-0.008234,0.145316,-0.209964
-0.041080,-0.063901,-1.000000,0.800583,-0.011596,0.111275,-0.243146
-0.049779,-0.073175,-1.000000,0.755274,-0.016046,0.157330,-0.353849
-0.058443,-0.081359,-1.000000,0.703054,-0.022269,0.243718,-0.528915
-0.064805,-0.087098,-1.000000,0.661776,-0.027932,0.268605,-0.305506
-0.067751,-0.090476,-1.000000,0.618772,-0.031178,0.223695,-0.386174
-0.069650,-0.093046,-1.000000,0.586518,-0.033645,0.213683,-0.365006
-0.070579,-0.094070,-1.000000,0.542361,-0.034751,0.202527,-0.332395
-0.070578,-0.094357,-1.000000,0.498204,-0.035072,0.192229,-0.384457
-0.069876,-0.093846,-1.000000,0.467294,-0.034581,0.196519,-0.277187
-0.068751,-0.092674,-1.000000,0.441952,-0.033406,0.215685,-0.383885
-0.066881,-0.090612,-1.000000,0.404707,-0.031310,0.144744,-0.265459
-0.063917,-0.087648,-1.000000,0.368038,-0.028297,0.175924,-0.249726
-0.060448,-0.084179,-1.000000,0.336552,-0.024833,0.112133,-0.297783
-0.056577,-0.080404,-1.000000,0.323881,-0.021045,0.161621,-0.253730
-0.052546,-0.076421,-1.000000,0.290475,-0.017139,0.125292,-0.248009
-0.048645,-0.072328,-1.000000,0.274924,-0.013168,0.113564,-0.209964
-0.044478,-0.068209,-1.000000,0.258413,-0.009028,0.108415,-0.195089
-0.040164,-0.063943,-1.000000,0.233455,-0.004793,0.104410,-0.218832
-0.035945,-0.059820,-1.000000,0.227504,-0.000631,0.098975,-0.216829
-0.031753,-0.055676,-1.000000,0.200434,0.003440,0.103838,-0.185077
-0.027431,-0.051450,-1.000000,0.193714,0.007616,0.078665,-0.178784
-0.023311,-0.047618,-1.000000,0.163188,0.011283,0.065506,-0.131585
-0.019184,-0.043921,-1.000000,0.156661,0.014840,0.102694,-0.160477
-0.015332,-0.040214,-1.000000,0.144182,0.018319,0.084100,-0.166198
-0.011553,-0.036578,-1.000000,0.127287,0.021481,0.068653,-0.149034
-0.008154,-0.033850,-1.000000,0.107320,0.023830,0.063218,-0.182789
-0.004727,-0.030519,-1.000000,0.103673,0.027062,0.103552,-0.150179
-0.001618,-0.027410,-1.000000,0.092537,0.030033,0.076663,-0.144458
0.000726,-0.025114,-1.000000,0.088890,0.032304,0.104124,-0.147890
0.003161,-0.022583,-1.000000,0.073147,0.034783,0.095256,-0.171919
0.005720,-0.019880,-1.000000,0.059900,0.037340,0.092110,-0.203671
0.008023,-0.017530,-1.000000,0.044541,0.039548,0.083528,-0.148176
0.010219,-0.015286,-1.000000,0.032062,0.041747,0.125006,-0.168200
0.012192,-0.013312,-0.978788,0.030142,0.043663,0.130727,-0.184505
0.013549,-0.011668,-0.883333,0.007679,0.045028,0.207676,-0.213683
0.015296,-0.009442,-0.883333,-0.011711,0.046757,0.216257,-0.229702
0.016845,-0.006454,-0.762121,-0.029374,0.048191,0.242002,-0.269749
0.019084,-0.002537,-0.634848,-0.062204,0.049653,0.344124,-0.376162
0.022315,0.001556,-0.510606,-0.067003,0.050250,0.352133,-0.351275
0.025607,0.005328,-0.510606,-0.106360,0.049441,0.381597,-0.418784
0.030956,0.011348,-0.393939,-0.130167,0.048634,0.401907,-0.478855
0.036858,0.017777,-0.277273,-0.161844,0.045947,0.456543,-0.516900
0.043057,0.026037,-0.277273,-0.208497,0.042359,0.424219,-0.486865
0.051483,0.036093,-0.178788,-0.234607,0.038499,0.451966,-0.476281
0.061284,0.047907,-0.112121,-0.279916,0.033653,0.519475,-0.483432
0.072342,0.061123,-0.066667,-0.326377,0.028943,0.448820,-0.438808
0.084337,0.075275,-0.066667,-0.333864,0.024615,0.493158,-0.423361
0.098038,0.090414,-0.037879,-0.367078,0.020624,0.449106,-0.292634
0.111765,0.106634,-0.016667,-0.386084,0.017343,0.401907,-0.310941
0.125543,0.123576,-0.016667,-0.406051,0.015370,0.340119,-0.331251
0.140606,0.140125,-0.003030,-0.421026,0.014020,0.221692,-0.230274
0.155219,0.156847,0.000000,-0.411426,0.013671,0.172205,-0.051204
0.168978,0.173099,0.000000,-0.414114,0.014126,0.159046,-0.212252
0.183196,0.190241,0.000000,-0.402019,0.016989,0.094112,-0.048915
0.196770,0.205445,0.000000,-0.386852,0.019961,0.049773,-0.018021
0.208478,0.219214,0.000000,-0.362470,0.024246,0.040620,0.058927
0.219896,0.232646,0.000000,-0.337896,0.029691,-0.057783,0.101549
0.230318,0.244122,0.000000,-0.325417,0.034949,-0.080381,0.161621
0.239904,0.253372,0.000000,-0.288747,0.041264,-0.122145,0.178784
0.248090,0.261751,0.000000,-0.247470,0.048190,-0.209106,0.256305
0.253475,0.267280,0.000000,-0.189682,0.053636,-0.206245,0.269749
0.256346,0.269623,0.000000,-0.163188,0.056170,-0.134446,0.209678
0.257535,0.269805,0.000000,-0.137270,0.056813,-0.103552,0.183933
0.257093,0.269172,0.000000,-0.108472,0.056160,-0.112133,0.108701
0.255460,0.267922,0.000000,-0.078330,0.054435,-0.061502,0.097545
0.252776,0.265238,0.000000,-0.075835,0.051714,-0.044624,0.051204
0.249748,0.262354,0.000000,-0.053180,0.048765,-0.020310,0.069225
0.246007,0.258948,0.000000,-0.056060,0.045359,0.004577,0.012300
0.242224,0.255501,0.000000,-0.031678,0.041903,0.024315,0.013731
0.237995,0.251512,0.000000,-0.023998,0.037780,0.018307,-0.019452
0.233631,0.247147,0.000000,-0.028222,0.033386,0.050632,-0.003433
0.229098,0.242614,0.000000,-0.040125,0.028861,0.116996,-0.056067
0.225800,0.239173,0.000000,-0.031486,0.025601,0.090393,-0.066365
0.223357,0.236730,0.000000,-0.038589,0.023173,0.116996,-0.045769
0.220722,0.234095,0.000000,-0.031678,0.020529,0.106984,-0.054350
0.218371,0.231744,0.000000,-0.033790,0.018219,0.124148,-0.092396
0.216175,0.229548,0.000000,-0.033022,0.016017,0.108415,-0.081526
0.213792,0.227213,0.000000,-0.030526,0.013647,0.101263,-0.085530
0.211757,0.225178,0.000000,-0.037821,0.011671,0.098975,-0.056925
0.210724,0.224144,0.000000,-0.044349,0.010678,0.110417,-0.078951
0.209327,0.222747,0.000000,-0.034941,0.009222,0.114136,-0.063790
0.207643,0.221063,0.000000,-0.032446,0.007571,0.124720,-0.074374
0.206746,0.220166,0.000000,-0.048189,0.006803,0.171061,-0.079523
0.206378,0.219798,-0.001515,-0.037053,0.006405,0.056067,-0.060071
0.205700,0.219121,-0.001515,-0.042621,0.005699,0.111275,-0.045769
0.205218,0.218639,-0.025758,-0.049148,0.005303,0.120143,-0.066651
0.205045,0.218466,-0.066667,-0.028030,0.005080,0.067223,-0.024029
0.204359,0.217828,-0.115152,-0.030142,0.004399,0.075232,-0.001144
0.203276,0.216744,-0.115152,-0.030910,0.003293,0.067509,0.016591
0.202850,0.216415,-0.166667,-0.025342,0.002974,0.047199,0.003433
0.201875,0.215488,-0.216667,0.002304,0.002075,-0.008868,0.003433
0.199853,0.213082,-0.216667,0.009215,-0.000004,0.012300,0.044911
0.197191,0.210037,-0.259091,0.018431,-0.002739,0.001430,0.036043
0.195085,0.207403,-0.301515,0.010175,-0.004802,-0.028319,0.061788
0.193185,0.204688,-0.362121,-0.000960,-0.006580,-0.006007,0.074946
0.191020,0.202332,-0.362121,0.007295,-0.008420,-0.029750,0.058069
0.188219,0.200249,-0.453030,0.024958,-0.010406,-0.065220,0.110703
0.184625,0.198334,-0.540909,0.021886,-0.011842,-0.097545,0.177354
0.181723,0.196343,-0.540909,0.022078,-0.012563,-0.122717,0.214541
0.178832,0.194074,-0.634848,0.025726,-0.012934,-0.184219,0.255733
0.174490,0.192273,-0.704545,0.042621,-0.012829,-0.207390,0.327532
0.169062,0.188859,-0.753030,0.059516,-0.012212,-0.160763,0.219976
0.162303,0.184353,-0.753030,0.091577,-0.011154,-0.175065,0.245149
0.155117,0.177214,-0.784849,0.116344,-0.010123,-0.193945,0.166484
0.147419,0.167791,-0.810606,0.132662,-0.009202,-0.090107,0.192229
0.138785,0.157574,-0.810606,0.152821,-0.008171,-0.096400,0.119857
0.129663,0.147111,-0.848485,0.160308,-0.008016,-0.083528,0.075232
0.119913,0.135012,-0.912121,0.155125,-0.008997,-0.054636,0.052920
0.109847,0.122884,-0.939394,0.154741,-0.009954,0.010012,0.020310
0.099435,0.110172,-0.939394,0.146485,-0.011872,0.018880,0.003719
0.088833,0.097412,-0.996970,0.129015,-0.014197,0.100691,-0.053492
0.078815,0.086675,-1.000000,0.108472,-0.016631,0.099547,-0.120715
0.070400,0.075863,-1.000000,0.085626,-0.020009,0.143027,-0.169058
0.061971,0.064942,-1.000000,0.078330,-0.023693,0.214827,-0.173063
0.054721,0.057020,-1.000000,0.038973,-0.026665,0.228271,-0.226555
0.048794,0.050182,-1.000000,0.016895,-0.029580,0.228271,-0.256591
0.042736,0.043070,-1.000000,-0.008447,-0.034184,0.283194,-0.237425
0.037645,0.037691,-1.000000,-0.044157,-0.038971,0.290059,-0.300643
0.033755,0.033321,-0.990909,-0.045693,-0.042932,0.372443,-0.296352
0.029721,0.029000,-0.990909,-0.069883,-0.047045,0.338402,-0.312944
0.026018,0.025345,-0.937879,-0.113848,-0.050696,0.397616,-0.417640
0.023917,0.023340,-0.872727,-0.120183,-0.052678,0.408200,-0.423361
0.022601,0.022168,-0.796970,-0.157045,-0.053963,0.396185,-0.423647
0.021802,0.021369,-0.796970,-0.178355,-0.054859,0.495160,-0.459976
0.022640,0.022303,-0.703030,-0.209265,-0.054024,0.472562,-0.515184
0.024974,0.024637,-0.600000,-0.269933,-0.051776,0.482002,-0.477425
0.028256,0.028062,-0.600000,-0.274732,-0.048701,0.441096,-0.425649
0.032925,0.033307,-0.489394,-0.334248,-0.044765,0.486579,-0.404767
0.039944,0.040326,-0.392424,-0.358438,-0.040279,0.436519,-0.488581
0.047468,0.048377,-0.322727,-0.388580,-0.035334,0.481716,-0.467413
0.057049,0.058964,-0.322727,-0.419874,-0.030122,0.388748,-0.395327
0.066837,0.069760,-0.256061,-0.450784,-0.025457,0.505458,-0.485148
0.078478,0.082215,-0.206061,-0.474590,-0.020180,0.383027,-0.417354
0.090173,0.096739,-0.206061,-0.497436,-0.015141,0.376448,-0.260596
0.102441,0.110397,-0.160606,-0.510491,-0.011444,0.318379,-0.299499
0.115385,0.124108,-0.110606,-0.527578,-0.008392,0.361287,-0.216829
0.128596,0.140291,-0.066667,-0.543705,-0.005248,0.353849,-0.212252
0.142184,0.154837,-0.066667,-0.559256,-0.002986,0.305506,-0.236853
0.156278,0.169699,-0.036364,-0.553496,0.000016,0.171633,-0.178212
0.169821,0.185255,-0.016667,-0.561944,0.003972,0.219690,-0.153325
0.183436,0.200644,-0.016667,-0.558104,0.007704,0.199952,-0.108129
0.195563,0.214593,-0.003030,-0.540057,0.010825,0.191943,-0.031466
0.208380,0.227793,0.000000,-0.526618,0.014842,0.123576,-0.039762
0.220304,0.240915,0.000000,-0.517403,0.019178,0.052634,0.047485
0.230572,0.252861,0.000000,-0.500124,0.024562,0.001430,0.064648
0.239702,0.263334,0.000000,-0.464415,0.031396,-0.050346,0.116424
0.248396,0.273897,0.000000,-0.433889,0.039277,-0.062074,0.169916
0.255393,0.282380,0.000000,-0.396068,0.046199,-0.102694,0.278045
0.261114,0.287958,0.000000,-0.357862,0.051845,-0.095542,0.298355
0.264197,0.291329,0.000000,-0.331944,0.054920,-0.107270,0.221120
0.265320,0.292643,0.000000,-0.303338,0.055910,-0.045769,0.181359
0.264670,0.292951,0.000000,-0.277996,0.055248,-0.053778,0.122717
0.262865,0.292297,0.000000,-0.258797,0.053556,-0.002002,0.103838
0.260944,0.290664,0.000000,-0.229808,0.051911,-0.005435,0.058069
0.258537,0.288353,0.000000,-0.208497,0.049521,-0.007437,0.074660
0.255731,0.285499,0.000000,-0.207729,0.046704,0.014875,0.049773
0.252721,0.282488,0.000000,-0.195250,0.043627,0.066365,0.067509
0.248969,0.278641,0.000000,-0.188530,0.039881,0.077235,-0.031180
0.245874,0.275546,0.000000,-0.192370,0.036807,0.033754,-0.058641
0.242791,0.272319,0.000000,-0.183347,0.033714,0.100977,-0.020024
0.239552,0.269080,0.000000,-0.178739,0.030456,0.110989,-0.007437
0.236362,0.265890,0.000000,-0.190834,0.027293,0.136162,-0.027747
0.233527,0.263055,0.000000,-0.183155,0.024491,0.107843,-0.053492
0.230774,0.260301,0.000000,-0.179699,0.021761,0.112133,-0.070942
0.228004,0.257484,0.000000,-0.186419,0.018959,0.166198,-0.098689
0.226282,0.255810,0.000000,-0.195250,0.017311,0.137592,-0.072658
0.224746,0.254274,-0.010606,-0.206385,0.015809,0.149606,-0.039762
0.223295,0.252823,-0.060606,-0.192370,0.014350,0.106698,-0.034040
0.222173,0.251701,-0.060606,-0.192946,0.013277,0.079523,-0.038903
0.221094,0.250574,-0.140909,-0.195634,0.012203,0.068653,0.025745
0.219722,0.249107,-0.251515,-0.190450,0.010767,0.007437,-0.004577
0.217817,0.247153,-0.368182,-0.172020,0.008916,0.050060,0.061216
0.215161,0.244833,-0.368182,-0.147445,0.006723,-0.016591,0.084958
0.211617,0.241959,-0.471212,-0.121719,0.004137,-0.024887,0.161049
0.206494,0.237221,-0.577273,-0.103673,0.001162,-0.064362,0.145602
0.200770,0.229867,-0.577273,-0.075259,-0.002108,-0.046341,0.086961
0.193120,0.221401,-0.663636,-0.035325,-0.005818,-0.068081,0.135876
0.184384,0.211371,-0.746970,-0.030526,-0.009453,-0.033754,0.125292
0.174629,0.199843,-0.822727,-0.003456,-0.013318,-0.045769,0.102694
0.164117,0.187605,-0.822727,0.016127,-0.016337,-0.034040,0.069511
0.153613,0.174800,-0.889394,0.024190,-0.017842,-0.048915,0.089821
0.142915,0.161561,-0.942424,0.026110,-0.019076,0.028605,0.074374
0.130881,0.149240,-0.942424,0.030526,-0.019666,-0.007437,0.063218
0.118950,0.137356,-0.981818,0.037629,-0.019750,0.053492,0.041764
0.107150,0.124933,-1.000000,0.034941,-0.020538,0.064362,0.001430
0.094828,0.111509,-1.000000,0.033214,-0.022424,0.172777,-0.053492
0.083514,0.098421,-1.000000,0.030526,-0.024723,0.227127,-0.144458
0.073023,0.086635,-1.000000,0.013439,-0.026876,0.257735,-0.186221
0.062618,0.075320,-1.000000,0.005376,-0.030329,0.292920,-0.232276
0.052668,0.064028,-1.000000,-0.012479,-0.035576,0.389320,-0.310941
0.043667,0.054691,-1.000000,-0.045693,-0.041069,0.419356,-0.360429
0.035732,0.047092,-1.000000,-0.056252,-0.046592,0.457401,-0.350417
0.027636,0.039570,-1.000000,-0.078330,-0.052501,0.504314,-0.381883
0.020302,0.032956,-1.000000,-0.109816,-0.058496,0.496877,-0.416781
0.014696,0.027349,-1.000000,-0.132470,-0.064066,0.496018,-0.408772
0.010376,0.023125,-1.000000,-0.157237,-0.068211,0.554374,-0.444815
0.006874,0.019623,-1.000000,-0.179507,-0.071648,0.498307,-0.407056
0.004367,0.017069,-1.000000,-0.202161,-0.074081,0.531775,-0.451966
0.003285,0.015795,-1.000000,-0.215025,-0.075161,0.563241,-0.346412
0.003426,0.015696,-1.000000,-0.234607,-0.075003,0.509463,-0.361573
0.003962,0.016184,-1.000000,-0.254382,-0.074421,0.500023,-0.345554
0.004948,0.017170,-1.000000,-0.270893,-0.073357,0.483146,-0.338402
0.006501,0.018819,-1.000000,-0.293163,-0.071734,0.472276,-0.273754
0.008205,0.020619,-1.000000,-0.297003,-0.070049,0.471418,-0.313802
0.009528,0.021943,-1.000000,-0.309674,-0.068741,0.464552,-0.306936
0.010533,0.023139,-1.000000,-0.316201,-0.067679,0.495446,-0.390464
0.011678,0.024332,-1.000000,-0.319657,-0.066464,0.485148,-0.292634
0.013741,0.026299,-1.000000,-0.333288,-0.064404,0.446531,-0.309511
0.016375,0.028837,-1.000000,-0.347111,-0.061804,0.404481,-0.314660
0.019007,0.031325,-1.000000,-0.359398,-0.059314,0.432228,-0.237711
0.021235,0.033505,-1.000000,-0.368038,-0.057145,0.470560,-0.279761
0.023462,0.035876,-1.000000,-0.370725,-0.054836,0.403337,-0.178784
0.026269,0.038827,-1.000000,-0.371493,-0.051989,0.419356,-0.125578
0.029364,0.041969,-1.000000,-0.392804,-0.048855,0.391323,-0.114136
0.032458,0.045016,-1.000000,-0.376869,-0.045825,0.368152,-0.163623
0.035234,0.047696,-1.000000,-0.399907,-0.043164,0.320381,-0.165626
0.037704,0.050071,-1.000000,-0.398179,-0.040853,0.408200,-0.238283
0.040234,0.052553,-1.000000,-0.414690,-0.038327,0.397902,-0.262598
0.042649,0.054919,-1.000000,-0.427745,-0.035904,0.398760,-0.218260
0.045243,0.057513,-1.000000,-0.428705,-0.033328,0.336686,-0.184219
0.047750,0.060068,-1.000000,-0.443104,-0.030762,0.335256,-0.276043
0.050083,0.062401,-1.000000,-0.454815,-0.028528,0.328105,-0.142455
0.052387,0.064513,-1.000000,-0.479198,-0.026651,0.306364,-0.276043
0.058874,0.068796,-1.000000,-0.463263,-0.022253,0.175637,-0.157044
0.058693,0.069813,-1.000000,-0.463647,-0.021457,0.442240,-0.282908
0.060541,0.072236,-1.000000,-0.472862,-0.020274,0.233134,-0.285768
0.059122,0.073741,-1.000000,-0.487261,-0.021659,0.355566,-0.216543
0.059951,0.074378,-1.000000,-0.490909,-0.023021,0.289487,-0.263456
0.060667,0.074471,-1.000000,-0.500892,-0.024093,0.367580,-0.234851
0.062486,0.075475,-1.000000,-0.512603,-0.023341,0.368438,-0.216543
0.063376,0.075790,-1.000000,-0.523930,-0.023190,0.285482,-0.322956
0.064304,0.075951,-1.000000,-0.532954,-0.022883,0.423075,-0.248295
0.064974,0.076429,-1.000000,-0.539289,-0.022387,0.403909,-0.279761
0.065866,0.077178,-1.000000,-0.540441,-0.021695,0.378736,-0.245435
0.066905,0.078168,-1.000000,-0.553496,-0.020615,0.407342,-0.271180
0.068073,0.079289,-1.000000,-0.557720,-0.019467,0.407628,-0.125864
0.068938,0.080153,-1.000000,-0.558872,-0.018640,0.381597,-0.367008
0.069640,0.080904,-1.000000,-0.571735,-0.017973,0.371871,-0.262026
0.070181,0.081637,-1.000000,-0.586902,-0.017360,0.315804,-0.219690
0.070875,0.082426,-1.000000,-0.584406,-0.016641,0.379022,-0.268319
0.071835,0.083386,-1.000000,-0.593813,-0.015767,0.398474,-0.235709
0.072755,0.084114,-1.000000,-0.609748,-0.014954,0.457687,-0.165339
0.073701,0.085061,-1.000000,-0.612628,-0.014079,0.406197,-0.323814
0.074589,0.085900,-1.000000,-0.624723,-0.013244,0.419356,-0.270608
0.075462,0.086917,-1.000000,-0.634323,-0.012574,0.348700,-0.231418
0.076252,0.088043,-1.000000,-0.640850,-0.012072,0.399904,-0.391609
0.076972,0.088955,-1.000000,-0.656401,-0.011603,0.334398,-0.349845
0.077718,0.089700,-1.000000,-0.662736,-0.011051,0.424219,-0.276901
0.078508,0.090826,-1.000000,-0.661777,-0.010353,0.423075,-0.270035
0.079158,0.092003,-1.000000,-0.684623,-0.009725,0.411060,-0.254588
0.080150,0.092996,-1.000000,-0.689422,-0.008871,0.443098,-0.287199
0.081283,0.094128,-1.000000,-0.692686,-0.007904,0.387032,-0.271752
0.082422,0.095412,-1.000000,-0.696142,-0.006735,0.367008,-0.149034
0.083705,0.096694,-1.000000,-0.715533,-0.005511,0.405053,-0.344410
0.085108,0.098098,-1.000000,-0.717068,-0.004192,0.366436,-0.236853
0.086097,0.099134,-1.000000,-0.726284,-0.003263,0.330679,-0.270035
0.086891,0.100025,-1.000000,-0.734923,-0.002397,0.359857,-0.285482
0.088146,0.101231,-1.000000,-0.746059,-0.001226,0.340405,-0.269749
0.089224,0.102262,-1.000000,-0.746442,-0.000249,0.409058,-0.274898
0.089901,0.102939,-1.000000,-0.748938,0.000449,0.434517,-0.388462
0.091046,0.104131,-1.000000,-0.762185,0.001609,0.383885,-0.176210
0.092136,0.105222,-1.000000,-0.770249,0.002687,0.453110,-0.285482
0.092975,0.106061,-1.000000,-0.777928,0.003471,0.282908,-0.274612
0.093785,0.106918,-1.000000,-0.791559,0.004246,0.354994,-0.252300
0.094873,0.108054,-1.000000,-0.784648,0.005340,0.400476,-0.394469
0.095847,0.109029,-1.000000,-0.814022,0.006307,0.341263,-0.324386
0.096651,0.109928,-1.000000,-0.811142,0.007101,0.335256,-0.250584
0.097944,0.111221,-1.000000,-0.827653,0.008353,0.407914,-0.288343
0.099577,0.112902,-1.000000,-0.820357,0.010045,0.440524,-0.240286
0.101220,0.114640,-1.000000,-0.836484,0.011603,0.349559,-0.228558
0.102259,0.115728,-1.000000,-0.846659,0.012480,0.428796,-0.223981
0.102921,0.116630,-1.000000,-0.848963,0.013039,0.465697,-0.126436
0.103203,0.117679,-1.000000,-0.860482,0.013290,0.478569,-0.289487
0.104051,0.119197,-1.000000,-0.868546,0.014152,0.449106,-0.221978
0.105226,0.120660,-1.000000,-0.872577,0.015280,0.436519,-0.281764
0.106162,0.122411,-1.000000,-0.873729,0.016170,0.316090,-0.298069
0.106247,0.124127,-1.000000,-0.885440,0.016208,0.463980,-0.281478
0.107039,0.125733,-1.000000,-0.884481,0.016971,0.426221,-0.364719
0.108049,0.128421,-1.000000,-0.887168,0.017711,0.388748,-0.254302
0.107712,0.130001,-1.000000,-0.893504,0.017069,0.489725,-0.364147
0.107157,0.131268,-1.000000,-0.911167,0.016427,0.435089,-0.223123
0.106523,0.132839,-1.000000,-0.919998,0.015989,0.423361,-0.332967
0.107228,0.135653,-1.000000,-0.933245,0.016638,0.424219,-0.234851
0.107853,0.138388,-1.000000,-0.941308,0.017120,0.463408,-0.175637
0.108776,0.139358,-1.000000,-0.944956,0.017734,0.496591,-0.143313
0.111578,0.142112,-1.000000,-0.939964,0.020210,0.269749,-0.196233
