z,ds,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.321135,0.293425,0.000000,-0.188530,0.016790,-0.098975,-0.036901
0.320623,0.292913,0.000000,-0.179315,0.016267,-0.099261,-0.053492
0.319895,0.292185,0.000000,-0.182963,0.015531,-0.078665,-0.040048
0.319006,0.291296,0.000000,-0.176051,0.014636,-0.048343,-0.014303
0.317939,0.290325,0.000000,-0.168756,0.013627,-0.015161,-0.004291
0.316791,0.289177,0.000000,-0.166836,0.012491,-0.007151,-0.002861
0.315452,0.287838,0.000000,-0.159157,0.011105,-0.002288,-0.023456
0.313908,0.286295,0.000000,-0.158005,0.009551,0.046913,0.000858
0.312166,0.284744,0.000000,-0.151861,0.007892,0.039762,0.034040
0.310321,0.282899,0.000000,-0.154741,0.006034,0.060071,-0.014589
0.308184,0.280858,0.000000,-0.162036,0.003924,0.074374,-0.056639
0.306029,0.278798,0.000000,-0.155125,0.001752,0.092968,-0.032896
0.303876,0.276789,0.000000,-0.137846,-0.000305,0.127008,-0.053492
0.302289,0.275250,0.000000,-0.155509,-0.001885,0.102980,-0.042050
0.300924,0.273885,0.000000,-0.143414,-0.003192,0.124148,-0.044624
0.299528,0.272490,0.000000,-0.148021,-0.004598,0.087247,-0.053206
0.298351,0.271360,0.000000,-0.151093,-0.005738,0.123862,-0.014017
0.297379,0.270388,0.000000,-0.156661,-0.006722,0.091537,-0.046341
0.296604,0.269710,0.000000,-0.149173,-0.007406,0.099833,-0.130155
0.295624,0.268729,0.000000,-0.149557,-0.008428,0.122145,-0.040048
0.294759,0.267961,0.000000,-0.146485,-0.009270,0.083528,-0.044052
0.294258,0.267460,0.000000,-0.152821,-0.009738,0.132443,-0.054350
0.294046,0.267248,0.000000,-0.147061,-0.009943,0.095256,-0.051776
0.293489,0.266691,0.000000,-0.144182,-0.010540,0.104696,-0.042336
0.292788,0.265990,0.000000,-0.150901,-0.011207,0.083814,-0.040048
0.292524,0.265822,0.000000,-0.146294,-0.011409,0.088391,-0.070655
0.292583,0.265928,0.000000,-0.137846,-0.011397,0.096400,-0.050346
0.292075,0.265420,0.000000,-0.144566,-0.011903,0.104982,-0.038045
0.291787,0.265132,0.000000,-0.126519,-0.012168,0.069511,-0.058355
0.291962,0.265355,0.000000,-0.145718,-0.011958,0.097545,-0.023170
0.291845,0.265238,0.000000,-0.135350,-0.012164,0.080095,-0.046913
0.291341,0.264734,-0.039394,-0.126903,-0.012643,0.089821,-0.038331
0.291333,0.264726,-0.086364,-0.134198,-0.012583,0.068653,-0.034899
0.291167,0.264656,-0.086364,-0.124983,-0.012717,0.045483,-0.000572
0.290181,0.263814,-0.142424,-0.120951,-0.013605,0.027175,-0.011156
0.288974,0.262799,-0.174242,-0.102713,-0.014593,0.047485,0.001430
0.287649,0.261712,-0.174242,-0.105208,-0.015393,0.014589,0.017735
0.285266,0.260336,-0.274242,-0.085626,-0.016514,-0.038617,0.032324
0.280900,0.258367,-0.339394,-0.067963,-0.017934,-0.045197,0.079809
0.275208,0.256606,-0.403030,-0.049916,-0.018666,-0.055209,0.094398
0.268216,0.253402,-0.403030,-0.036477,-0.019702,-0.052062,0.103838
0.259923,0.248848,-0.471212,-0.044157,-0.021401,-0.076949,0.102408
0.250373,0.243276,-0.545455,-0.026110,-0.023128,-0.028033,0.072658
0.241146,0.237645,-0.545455,-0.010943,-0.023592,-0.047771,0.093540
0.231883,0.230971,-0.580303,0.002112,-0.023763,-0.055209,0.074946
0.221196,0.221866,-0.672727,0.029182,-0.024483,-0.048057,0.059499
0.209198,0.211545,-0.724242,0.039741,-0.024986,-0.029178,0.016019
0.196862,0.199305,-0.724242,0.041661,-0.026368,0.007723,0.038045
0.183680,0.186507,-0.763636,0.043005,-0.027524,0.036329,-0.008010
0.171960,0.175745,-0.798485,0.025342,-0.028224,0.045769,-0.020310
0.160724,0.165228,-0.798485,0.024766,-0.029242,0.070655,-0.063790
0.149960,0.154464,-0.831818,0.015743,-0.031103,0.098403,-0.087533
0.139950,0.143352,-0.865152,-0.004800,-0.034268,0.133301,-0.133587
0.130961,0.134027,-0.893939,-0.016511,-0.037757,0.201096,-0.191084
0.122203,0.124310,-0.893939,-0.028990,-0.042068,0.231418,-0.221406
0.113880,0.115125,-0.913636,-0.040125,-0.047019,0.280333,-0.254016
0.107120,0.107214,-0.924242,-0.068347,-0.052117,0.286054,-0.291490
0.100371,0.099603,-0.924242,-0.085050,-0.058524,0.341835,-0.363289
0.094241,0.093281,-0.924242,-0.104441,-0.064945,0.373301,-0.373587
0.089346,0.088194,-0.922727,-0.134198,-0.069867,0.433659,-0.387318
0.085699,0.084547,-0.921212,-0.143030,-0.073432,0.354135,-0.349845
0.082616,0.081512,-0.921212,-0.169524,-0.076469,0.353277,-0.397902
0.080384,0.079471,-0.924242,-0.202161,-0.078544,0.397044,-0.350417
0.079288,0.078424,-0.925758,-0.211185,-0.079566,0.341263,-0.363575
0.078766,0.077901,-0.925758,-0.228848,-0.080080,0.351275,-0.367008
0.078645,0.077733,-0.925758,-0.253998,-0.080185,0.376448,-0.324386
0.079093,0.078133,-0.924242,-0.271661,-0.079760,0.338402,-0.296352
0.080070,0.079109,-0.918182,-0.287787,-0.078721,0.363003,-0.360715
0.081190,0.080326,-0.918182,-0.289131,-0.077571,0.365292,-0.316662
0.082680,0.081816,-0.918182,-0.302186,-0.076006,0.364147,-0.312944
0.084344,0.083527,-0.909091,-0.322153,-0.074327,0.299213,-0.309225
0.086483,0.085666,-0.909091,-0.344615,-0.072255,0.344124,-0.291490
0.088636,0.087867,-0.907576,-0.344807,-0.070069,0.373301,-0.206245
0.090844,0.090075,-0.907576,-0.347111,-0.067874,0.305220,-0.233134
0.092992,0.092224,-0.904545,-0.353831,-0.065761,0.275184,-0.278045
0.095075,0.094354,-0.904545,-0.366886,-0.063763,0.337258,-0.336972
0.096882,0.096306,-0.903030,-0.374373,-0.061961,0.301215,-0.247151
0.098569,0.097992,-0.898485,-0.378405,-0.060259,0.297497,-0.344696
0.100585,0.100056,-0.898485,-0.402979,-0.058270,0.355566,-0.236853
0.102713,0.102088,-0.890909,-0.397604,-0.056195,0.243146,-0.228844
0.104572,0.103947,-0.889394,-0.418338,-0.054410,0.338689,-0.282336
0.106381,0.105804,-0.898485,-0.418530,-0.052574,0.325244,-0.247723
0.108332,0.107803,-0.898485,-0.428513,-0.050660,0.320095,-0.254588
0.110051,0.109618,-0.913636,-0.428897,-0.048923,0.306364,-0.245149
0.111493,0.111156,-0.930303,-0.440032,-0.047464,0.289487,-0.291490
0.112816,0.112527,-0.930303,-0.453855,-0.046219,0.305506,-0.242002
0.114052,0.113763,-0.945455,-0.451552,-0.044983,0.288057,-0.205959
0.114927,0.114638,-0.954545,-0.447136,-0.044123,0.312944,-0.270321
0.115330,0.114993,-0.954545,-0.463263,-0.043814,0.371299,-0.187652
0.115618,0.115280,-0.954545,-0.457695,-0.043483,0.341835,-0.323814
0.115907,0.115618,-0.943939,-0.472862,-0.043230,0.355852,-0.291490
0.116159,0.115870,-0.927273,-0.469982,-0.042965,0.361859,-0.265745
0.116414,0.116221,-0.927273,-0.491293,-0.042730,0.380452,-0.300929
0.117314,0.117408,-0.918182,-0.497436,-0.041809,0.390464,-0.271466
0.118267,0.118553,-0.913636,-0.497436,-0.040947,0.346698,-0.149320
0.119086,0.119420,-0.910606,-0.510491,-0.040178,0.329249,-0.260024
0.120099,0.120577,-0.910606,-0.524314,-0.039195,0.324386,-0.225983
0.121107,0.121776,-0.907576,-0.515483,-0.038158,0.336686,-0.301787
0.121066,0.122214,-0.906061,-0.508572,-0.038054,0.441954,-0.216829
0.120030,0.121371,-0.906061,-0.513371,-0.039066,0.385888,-0.275757
0.120140,0.121384,-0.900000,-0.517979,-0.039369,0.440524,-0.302646
0.121421,0.123529,-0.890909,-0.543513,-0.038715,0.396472,-0.251442
0.121296,0.124794,-0.880303,-0.551960,-0.038978,0.329535,-0.260024
0.121790,0.125000,-0.880303,-0.557528,-0.039043,0.424505,-0.302074
0.123821,0.126216,-0.872727,-0.572119,-0.037947,0.439094,-0.327818
0.126404,0.129087,-0.868182,-0.584214,-0.035237,0.375017,-0.242860
0.129594,0.132660,-0.868182,-0.587670,-0.031964,0.270321,-0.149320
0.132283,0.135350,-0.862121,-0.597845,-0.029451,0.283480,-0.151323
0.135536,0.137788,-0.859091,-0.599765,-0.027423,0.299213,-0.292634
0.139110,0.140307,-0.840909,-0.630675,-0.026610,0.290345,-0.219404
0.142358,0.142884,-0.840909,-0.630675,-0.026776,0.398474,-0.291490
0.148997,0.148612,-0.830303,-0.620308,-0.024782,0.283480,-0.163051
0.148028,0.150039,-0.822727,-0.617236,-0.026553,0.378450,-0.239714
0.145637,0.149279,-0.822727,-0.631635,-0.030863,0.549511,-0.471990
0.148790,0.153247,-0.816667,-0.657361,-0.031760,0.433087,-0.245721
0.155149,0.159750,-0.813636,-0.655633,-0.029906,0.309511,-0.227413
0.161714,0.164014,-0.809091,-0.649681,-0.027919,0.292920,-0.107556
0.166474,0.165561,-0.809091,-0.672528,-0.026360,0.290917,-0.228271
0.169415,0.168934,-0.804545,-0.665616,-0.024251,0.285768,-0.210536
0.172295,0.172485,-0.798485,-0.664848,-0.021887,0.377592,-0.154469
0.176892,0.177801,-0.798485,-0.664080,-0.018931,0.211680,-0.144458
0.176740,0.179663,-0.792424,-0.653905,-0.019267,0.355280,-0.097831
0.175774,0.182052,-0.769697,-0.672144,-0.020787,0.416495,-0.286054
0.175709,0.185151,-0.762121,-0.668688,-0.021370,0.340691,-0.213969
0.176991,0.188494,-0.762121,-0.674832,-0.020150,0.352705,-0.242860
0.177681,0.191054,-0.760606,-0.678095,-0.019397,0.293206,-0.177926
0.178756,0.193327,-0.774242,-0.679823,-0.018514,0.336686,-0.183361
0.180099,0.194814,-0.774242,-0.675024,-0.017166,0.277473,-0.241430
0.181168,0.196027,-0.780303,-0.674832,-0.016125,0.332681,-0.133587
0.181461,0.196464,-0.795455,-0.682511,-0.015905,0.264314,-0.195089
0.181365,0.196368,-0.801515,-0.677327,-0.015937,0.348128,-0.211394
0.181771,0.197013,-0.801515,-0.675216,-0.015557,0.360143,-0.133587
0.181272,0.196610,-0.801515,-0.678479,-0.016072,0.256019,-0.166770
0.180655,0.196042,-0.790909,-0.675408,-0.016671,0.353277,-0.181359
0.180241,0.195724,-0.790909,-0.683471,-0.017080,0.384743,-0.175351
0.179972,0.195407,-0.771212,-0.687119,-0.017388,0.308653,-0.286341
0.179660,0.195094,-0.756061,-0.688655,-0.017758,0.289773,-0.184791
0.179622,0.195104,-0.712121,-0.698638,-0.017837,0.327818,-0.242002
0.179700,0.195469,-0.712121,-0.712269,-0.017682,0.435661,-0.230274
0.180174,0.196519,-0.663636,-0.718796,-0.017119,0.438522,-0.310083
0.181344,0.198360,-0.601515,-0.733195,-0.016100,0.440524,-0.344696
0.183180,0.200004,-0.601515,-0.756810,-0.014934,0.459117,-0.239142
0.186017,0.202170,-0.527273,-0.764873,-0.013983,0.476281,-0.313516
0.189012,0.206076,-0.442424,-0.784264,-0.013913,0.522908,-0.389606
0.194556,0.211669,-0.359091,-0.809414,-0.014727,0.439952,-0.315804
0.200806,0.217918,-0.359091,-0.829189,-0.016997,0.566102,-0.431370
0.208373,0.226683,-0.316667,-0.853763,-0.019164,0.569821,-0.286627
0.217836,0.236962,-0.198485,-0.881409,-0.021943,0.536066,-0.277473
0.228285,0.248034,-0.198485,-0.918462,-0.025350,0.569534,-0.363289
0.240751,0.262130,-0.127273,-0.944956,-0.028529,0.554088,-0.347270
0.254894,0.278382,-0.078788,-0.979898,-0.031177,0.580405,-0.416495
0.270601,0.296006,-0.043939,-0.995065,-0.033636,0.353849,-0.241716
0.286964,0.314095,-0.043939,-1.006776,-0.035623,0.440524,-0.279189
0.304160,0.333208,-0.019697,-1.025206,-0.036583,0.371299,-0.257735
0.321762,0.353399,-0.004545,-1.035574,-0.036361,0.334970,-0.186221
0.340098,0.373605,-0.004545,-1.022903,-0.034440,0.308653,-0.106698
0.354512,0.392190,0.000000,-0.989497,-0.032088,0.260310,-0.038045
0.370231,0.410066,0.000000,-0.972986,-0.026745,0.076663,0.141883
0.390040,0.428292,0.000000,-0.935357,-0.017126,-0.119571,0.377878
0.407848,0.443367,0.000000,-0.867394,-0.006421,-0.219976,0.478283
0.421474,0.453111,0.000000,-0.793863,0.003934,-0.307223,0.525196
0.429463,0.458607,0.000000,-0.723212,0.012565,-0.380452,0.601573
0.434597,0.461681,0.000000,-0.658513,0.019576,-0.359570,0.453396
0.432047,0.457691,0.000000,-0.597845,0.021108,-0.272896,0.378736
0.424079,0.452408,0.000000,-0.562904,0.019746,-0.100691,0.256019
0.413532,0.447950,0.000000,-0.530650,0.016830,-0.069225,0.247723
0.402633,0.440023,0.000000,-0.500892,0.012814,-0.030894,0.216543
0.393177,0.431094,0.000000,-0.464031,0.008929,-0.024029,0.162765
0.383135,0.420860,0.000000,-0.454815,0.004518,0.040334,0.115280
0.372405,0.410130,0.000000,-0.440608,-0.001057,0.077521,0.094398
0.362231,0.397895,0.000000,-0.435809,-0.008059,0.179070,-0.032038
0.352983,0.386154,0.000000,-0.441184,-0.015843,0.217115,-0.082384
0.344043,0.374290,0.000000,-0.460383,-0.024364,0.285196,-0.212538
0.338007,0.363603,0.000000,-0.474398,-0.031698,0.369296,-0.229130
0.332948,0.356867,0.000000,-0.475166,-0.037217,0.247437,-0.151609
0.328767,0.352063,0.000000,-0.503004,-0.041193,0.211394,-0.172205
0.324816,0.348064,0.000000,-0.515867,-0.045032,0.233993,-0.106412
0.322404,0.346035,0.000000,-0.529114,-0.047183,0.276329,-0.118999
0.320988,0.344811,0.000000,-0.534298,-0.048322,0.240572,-0.159332
0.320430,0.344492,0.000000,-0.535834,-0.048672,0.254016,-0.129869
0.320502,0.344517,0.000000,-0.539289,-0.048606,0.123003,-0.070083
0.320821,0.344644,0.000000,-0.542745,-0.048359,0.178784,-0.104696
0.321850,0.345386,0.000000,-0.549081,-0.047562,0.167628,-0.032038
0.322625,0.346160,0.000000,-0.544089,-0.046772,0.200238,-0.038617
0.323830,0.347365,0.000000,-0.541593,-0.045529,0.171919,-0.051490
0.325203,0.348834,0.000000,-0.537561,-0.044072,0.127580,-0.030894
0.326431,0.350110,0.000000,-0.524698,-0.042850,0.129011,0.049487
0.327455,0.351134,0.000000,-0.537561,-0.041819,0.117854,-0.014875
0.328582,0.352214,0.000000,-0.527578,-0.040744,0.117568,-0.048629
0.329680,0.353216,0.000000,-0.505692,-0.039642,0.166770,0.003719
0.330688,0.354271,0.000000,-0.505500,-0.038617,0.080381,0.036043
0.331431,0.355062,0.000000,-0.494173,-0.037808,0.102980,-0.007437
0.331844,0.355620,0.000000,-0.478814,-0.037340,0.090393,-0.025173
0.331744,0.355472,0.000000,-0.484189,-0.037484,0.100405,0.038617
0.331292,0.354971,0.000000,-0.465567,-0.038003,0.112133,-0.031180
0.330879,0.354463,0.000000,-0.462111,-0.038452,0.103838,-0.032896
0.330525,0.354109,0.000000,-0.447136,-0.038800,0.089821,-0.024315
0.330010,0.353642,0.000000,-0.449056,-0.039288,0.118427,0.003433
0.329467,0.353099,0.000000,-0.448672,-0.039853,0.145888,0.003147
0.328787,0.352419,0.000000,-0.442336,-0.040493,0.141883,0.014875
0.328326,0.351910,0.000000,-0.430625,-0.040951,0.103266,0.051776
0.327959,0.351543,0.000000,-0.432353,-0.041340,0.106412,0.025745
0.327374,0.350958,-0.024242,-0.421218,-0.041913,0.100119,-0.020310
0.326900,0.350580,-0.068182,-0.407011,-0.042301,0.076949,0.035757
0.326263,0.349943,-0.068182,-0.407779,-0.042872,0.085530,0.021168
0.325313,0.349041,-0.122727,-0.385700,-0.043683,0.048343,0.055209
0.324051,0.347299,-0.186364,-0.378213,-0.044956,0.015161,0.097259
0.322309,0.344790,-0.281818,-0.362086,-0.046611,0.021740,0.069225
0.320046,0.341040,-0.281818,-0.335784,-0.048247,0.014589,0.081239
0.317225,0.336590,-0.369697,-0.320233,-0.049008,-0.044624,0.174779
0.312474,0.330736,-0.468182,-0.283564,-0.048858,-0.069797,0.138736
0.305605,0.322669,-0.468182,-0.254958,-0.047702,-0.119571,0.238569
0.296604,0.312182,-0.540909,-0.220592,-0.045125,-0.114422,0.220262
0.285456,0.299212,-0.583333,-0.193138,-0.042022,-0.162479,0.244004
0.272052,0.284658,-0.693939,-0.148789,-0.038120,-0.079809,0.189082
0.256545,0.267617,-0.693939,-0.131127,-0.034927,-0.102980,0.150751
0.238481,0.248834,-0.759091,-0.103289,-0.032442,-0.046627,0.108415
0.219321,0.229434,-0.813636,-0.060284,-0.030486,-0.005435,0.053778
0.198926,0.208273,-0.813636,-0.068731,-0.030397,0.092682,-0.032324
0.177133,0.185520,-0.856061,-0.053756,-0.032601,0.232848,-0.156186
0.157562,0.164415,-0.896970,-0.073147,-0.035844,0.306364,-0.297783
0.140709,0.145596,-0.919697,-0.117688,-0.040083,0.370155,-0.344696
0.124579,0.127789,-0.919697,-0.133814,-0.046430,0.459976,-0.393039
0.109741,0.113479,-0.983333,-0.165492,-0.053843,0.465697,-0.459117
0.097706,0.101060,-1.000000,-0.212529,-0.061870,0.509463,-0.479427
0.088122,0.089894,-1.000000,-0.251502,-0.071088,0.574397,-0.477997
0.080214,0.081507,-1.000000,-0.294123,-0.079210,0.529773,-0.474278
0.074737,0.076126,-1.000000,-0.339240,-0.084568,0.559809,-0.550941
0.071380,0.072529,-1.000000,-0.373221,-0.087987,0.586126,-0.506030
0.069189,0.070386,-1.000000,-0.406627,-0.090057,0.510321,-0.501454
0.068518,0.069811,-1.000000,-0.445600,-0.090592,0.508605,-0.449392
0.069170,0.070798,-1.000000,-0.472094,-0.089893,0.490011,-0.472276
0.070529,0.072589,-1.000000,-0.492637,-0.088476,0.490297,-0.355852
0.072588,0.075222,-1.000000,-0.510683,-0.086421,0.427079,-0.359857
0.075507,0.078285,-1.000000,-0.533914,-0.083453,0.455971,-0.429368
0.079021,0.081704,-1.000000,-0.549657,-0.080083,0.401334,-0.369296
0.082503,0.085377,-1.000000,-0.568087,-0.076536,0.370441,-0.406769
0.086240,0.089258,-1.000000,-0.578263,-0.072747,0.385315,-0.290345
0.090052,0.093118,-1.000000,-0.584214,-0.068930,0.322097,-0.335542
0.093820,0.096838,-1.000000,-0.593429,-0.065261,0.412491,-0.272038
0.097144,0.100114,-1.000000,-0.589782,-0.062004,0.379022,-0.258593
0.100689,0.103660,-1.000000,-0.601877,-0.058437,0.289773,-0.227985
0.104287,0.107305,-1.000000,-0.599765,-0.054886,0.357568,-0.162193
0.107423,0.110393,-1.000000,-0.619924,-0.051857,0.390464,-0.209964
0.110542,0.113417,-1.000000,-0.599381,-0.048807,0.364433,-0.348414
0.113438,0.116361,-1.000000,-0.615892,-0.045869,0.390750,-0.226555
0.116111,0.119273,-1.000000,-0.625875,-0.043134,0.356424,-0.308081
0.118529,0.121979,-1.000000,-0.618004,-0.040762,0.374159,-0.133587
0.120689,0.124426,-1.000000,-0.632019,-0.038634,0.377878,-0.210536
0.122528,0.126361,-1.000000,-0.635090,-0.036879,0.338689,-0.182789
0.124028,0.127957,-1.000000,-0.634514,-0.035368,0.354135,-0.161621
0.125804,0.129685,-1.000000,-0.647186,-0.033723,0.317807,-0.240858
0.127425,0.131307,-1.000000,-0.648721,-0.032208,0.343551,-0.207390
0.128643,0.132572,-1.000000,-0.656401,-0.031000,0.371585,-0.188224
0.129784,0.133904,-1.000000,-0.651217,-0.029806,0.335256,-0.317234
0.130409,0.134817,-1.000000,-0.661969,-0.029247,0.377020,-0.291490
0.130801,0.135689,-1.000000,-0.661776,-0.028871,0.315804,-0.225125
0.131279,0.136647,-1.000000,-0.667728,-0.028433,0.403909,-0.275757
0.131696,0.137495,-1.000000,-0.674448,-0.028029,0.309225,-0.342979
0.132125,0.138547,-1.000000,-0.686927,-0.027691,0.395041,-0.225983
0.132736,0.140069,-1.000000,-0.690190,-0.027111,0.369296,-0.256591
0.133112,0.141020,-1.000000,-0.692686,-0.026736,0.376448,-0.231132
0.133641,0.141645,-1.000000,-0.708429,-0.026168,0.447389,-0.143885
0.134511,0.142659,-1.000000,-0.705549,-0.025267,0.361001,-0.271752
0.134974,0.142978,-1.000000,-0.712269,-0.025063,0.437377,-0.335828
0.135601,0.143414,-1.000000,-0.723980,-0.024664,0.409344,-0.259737
0.136453,0.143834,-1.000000,-0.731660,-0.024268,0.391895,-0.272324
0.137841,0.144455,-1.000000,-0.746442,-0.023751,0.339547,-0.239428
0.139162,0.144818,-1.000000,-0.756042,-0.023434,0.378450,-0.227985
0.139924,0.145675,-1.000000,-0.762185,-0.022772,0.424791,-0.280047
0.140918,0.146670,-1.000000,-0.762953,-0.021823,0.424791,-0.137306
0.141805,0.147653,-1.000000,-0.757386,-0.020926,0.397330,-0.237139
0.142439,0.148334,-1.000000,-0.767753,-0.020370,0.400190,-0.195089
0.142920,0.149534,-1.000000,-0.777736,-0.019926,0.366722,-0.181359
0.143052,0.151583,-1.000000,-0.793479,-0.019828,0.383313,-0.260024
0.142802,0.152915,-1.000000,-0.788679,-0.020185,0.439380,-0.255161
0.142626,0.154801,-1.000000,-0.794439,-0.020403,0.455399,-0.176496
0.143326,0.157131,-1.000000,-0.806342,-0.019730,0.411346,-0.202527
0.143573,0.158528,-1.000000,-0.807110,-0.019595,0.385888,-0.288915
0.143616,0.161015,-1.000000,-0.823621,-0.019669,0.439952,-0.304076
0.143737,0.163581,-1.000000,-0.827077,-0.019401,0.462264,-0.207390
0.144103,0.165529,-1.000000,-0.822853,-0.019047,0.399046,-0.192229
0.144637,0.167118,-1.000000,-0.836100,-0.018518,0.431656,-0.268605
0.145525,0.169108,-0.996970,-0.843203,-0.017805,0.361287,-0.313516
0.146165,0.169989,-0.986364,-0.848579,-0.017267,0.405053,-0.241144
0.147023,0.171326,-0.986364,-0.848579,-0.016653,0.402479,-0.319523
0.147554,0.173151,-0.962121,-0.858178,-0.016600,0.485434,-0.266603
0.148842,0.174056,-0.921212,-0.865858,-0.016559,0.390464,-0.257163
0.151068,0.174603,-0.921212,-0.872193,-0.016148,0.357568,-0.274040
0.152697,0.176472,-0.854545,-0.890816,-0.015442,0.516042,-0.305506
0.154998,0.179253,-0.760606,-0.892352,-0.015672,0.457401,-0.344696
0.158050,0.182209,-0.656061,-0.922878,-0.016996,0.433659,-0.300357
0.163213,0.186030,-0.656061,-0.941308,-0.019302,0.632180,-0.353849
0.169477,0.191862,-0.516667,-0.981817,-0.022993,0.662216,-0.506603
0.177542,0.200262,-0.389394,-1.023671,-0.027264,0.630178,-0.546650
0.187929,0.210362,-0.389394,-1.056308,-0.033049,0.707699,-0.677091
0.200908,0.224108,-0.278788,-1.096817,-0.038769,0.828414,-0.626745
0.214057,0.240612,-0.234848,-1.146158,-0.045914,0.776638,-0.517187
0.231850,0.259844,-0.113636,-1.196074,-0.051600,0.697687,-0.447675
0.255000,0.283138,-0.113636,-1.228136,-0.055166,0.587842,-0.357282
0.279532,0.306711,-0.068182,-1.251942,-0.058785,0.635899,-0.213683
0.305006,0.332377,-0.037879,-1.282084,-0.061401,0.545792,-0.349559
0.331886,0.360071,-0.037879,-1.296483,-0.062147,0.405625,-0.246007
0.358450,0.389847,-0.016667,-1.300899,-0.060755,0.411918,-0.076663
0.385008,0.416981,-0.003030,-1.292067,-0.058328,0.355566,-0.041764
0.410789,0.445015,0.000000,-1.267493,-0.053198,0.086675,0.036043
0.434961,0.472398,0.000000,-1.224488,-0.045123,-0.118427,0.175924
0.456260,0.497724,0.000000,-1.169196,-0.034305,-0.164195,0.450536
0.474392,0.518014,0.000000,-1.083570,-0.021462,-0.305220,0.789510
0.488203,0.531921,0.000000,-0.999864,-0.007270,-0.517473,0.823265
0.495638,0.539547,0.000000,-0.882177,0.004464,-0.587556,0.869034
0.496334,0.541250,0.000000,-0.797895,0.013527,-0.522336,0.814683
0.492422,0.536714,0.000000,-0.691726,0.020529,-0.427079,0.693968
0.484860,0.526372,0.000000,-0.613396,0.025790,-0.455399,0.624743
0.473144,0.510917,0.000000,-0.522395,0.029746,-0.369296,0.671370
0.458032,0.491203,0.000000,-0.453088,0.032087,-0.372443,0.457115
0.440669,0.468232,0.000000,-0.402403,0.032710,-0.233993,0.342407
0.421474,0.442948,0.000000,-0.342119,0.031407,-0.118141,0.213683
0.400809,0.416674,0.000000,-0.328680,0.027854,-0.045769,0.112705
0.378913,0.389601,0.000000,-0.308522,0.021358,0.051490,0.001144
0.355290,0.363198,0.000000,-0.318121,0.011504,0.338402,-0.219976
0.333572,0.339610,0.000000,-0.352679,-0.000382,0.542931,-0.323242
0.316833,0.320522,0.000000,-0.398563,-0.012577,0.519475,-0.456257
0.303244,0.306406,0.000000,-0.446752,-0.025572,0.666507,-0.455971
0.291998,0.296167,0.000000,-0.493021,-0.037279,0.695398,-0.433945
0.286262,0.290862,0.000000,-0.558104,-0.044203,0.587270,-0.489439
0.284206,0.290004,0.000000,-0.582870,-0.047371,0.519189,-0.359284
0.283106,0.290103,0.000000,-0.632403,-0.049574,0.516042,-0.433659
0.284167,0.291548,0.000000,-0.660433,-0.050557,0.412205,-0.342407
0.286909,0.295967,0.000000,-0.687119,-0.049783,0.434517,-0.141025
0.292056,0.302744,0.000000,-0.704973,-0.047612,0.347556,-0.268891
0.297995,0.309882,0.000000,-0.715917,-0.045091,0.293206,-0.175637
0.304177,0.316974,0.000000,-0.720716,-0.042092,0.296066,-0.149320
0.311475,0.326430,0.000000,-0.722060,-0.037263,0.216257,-0.029178
0.317618,0.334490,0.000000,-0.726284,-0.032393,0.227699,-0.030608
0.323592,0.342047,0.000000,-0.714765,-0.026836,0.110131,-0.045197
0.329826,0.349575,0.000000,-0.695950,-0.020482,0.050918,0.112992
0.335565,0.355410,0.000000,-0.672912,-0.014478,0.070942,0.103266
0.340434,0.360566,0.000000,-0.650449,-0.009377,-0.011728,0.070655
0.344194,0.364278,0.000000,-0.640082,-0.005681,0.027747,0.110989
0.347252,0.367383,0.000000,-0.592470,-0.002646,0.032610,0.041478
0.348997,0.368986,0.000000,-0.576535,-0.000916,0.045769,0.167056
0.349212,0.369104,0.000000,-0.557528,-0.000876,0.102121,0.131871
0.348811,0.368512,0.003030,-0.544473,-0.001354,0.080953,-0.002574
0.348108,0.367905,0.003030,-0.527962,-0.002022,0.065793,0.026603
0.346851,0.366648,0.009091,-0.526426,-0.003338,0.082670,-0.038903
0.344989,0.364977,0.024242,-0.514139,-0.005056,0.135304,0.011442
0.343307,0.363295,0.053030,-0.511451,-0.006714,0.194803,-0.049773
0.341822,0.361954,0.053030,-0.490909,-0.008197,0.173635,-0.030036
0.340801,0.360933,0.093939,-0.502428,-0.009190,0.173635,-0.049487
0.339881,0.360013,0.146970,-0.501852,-0.010076,0.226269,-0.088677
0.338967,0.359051,0.146970,-0.505308,-0.011014,0.185649,-0.075232
0.338709,0.358841,0.216667,-0.513371,-0.011268,0.218832,-0.125864
0.339461,0.359497,0.300000,-0.514715,-0.010593,0.312085,-0.103552
0.341123,0.361159,0.387879,-0.514331,-0.009000,0.266603,-0.075232
0.343361,0.363446,0.387879,-0.525850,-0.006879,0.283480,-0.108129
0.346693,0.366394,0.475758,-0.528346,-0.004039,0.225411,-0.143027
0.351498,0.370240,0.571212,-0.541977,-0.000710,0.286913,-0.137306
0.358270,0.375573,0.571212,-0.557336,0.002521,0.227413,-0.147890
0.366125,0.381895,0.662121,-0.580566,0.003994,0.247723,-0.183075
0.375788,0.389161,0.745455,-0.590166,0.003801,0.307509,-0.236853
0.387407,0.399534,0.813636,-0.613204,0.003308,0.351275,-0.203957
0.401100,0.411549,0.813636,-0.627219,0.001905,0.356138,-0.195947
