z,ds,Channel 3,Channel 4,Channel 5,Channel 6
0.262309,0.231771,0.188530,0.071410,-0.141597,0.102121
0.263556,0.232443,0.187187,0.070913,-0.138164,0.074946
0.264393,0.233424,0.187763,0.070251,-0.105268,0.042050
0.265457,0.234104,0.175475,0.069312,-0.117282,0.087819
0.266686,0.234278,0.183923,0.067897,-0.109273,0.073516
0.268231,0.234865,0.189682,0.066986,-0.140739,0.041478
0.270281,0.236196,0.175091,0.066898,-0.155328,0.055209
0.271797,0.237472,0.175091,0.066778,-0.133587,0.086102
0.273123,0.237838,0.176435,0.066066,-0.161907,0.055209
0.274407,0.238403,0.168756,0.065177,-0.161049,0.093826
0.275569,0.238416,0.179123,0.063743,-0.107556,0.055209
0.277429,0.238502,0.179507,0.063337,-0.127866,0.062646
0.278926,0.239854,0.173940,0.064211,-0.165053,0.126150
0.278824,0.241191,0.170676,0.064602,-0.145030,0.040334
0.278823,0.242148,0.167220,0.065226,-0.163337,0.111847
0.279342,0.242908,0.177203,0.065625,-0.138736,0.110417
0.278803,0.243183,0.178355,0.065066,-0.166770,0.072086
0.277586,0.243884,0.169140,0.065424,-0.155328,0.101263
0.277205,0.244941,0.175667,0.066438,-0.160763,0.127294
0.276751,0.245398,0.181619,0.066819,-0.171633,0.082670
0.274725,0.245577,0.171828,0.066997,-0.120715,0.098117
0.273866,0.245869,0.159541,0.067316,-0.114422,0.111561
0.272694,0.245990,0.164724,0.067455,-0.153897,0.101549
0.271151,0.245886,0.174707,0.067303,-0.133874,0.073230
0.270288,0.245838,0.177203,0.067234,-0.195375,0.054922
0.268806,0.245699,0.171060,0.067085,-0.107556,0.116710
0.267238,0.245569,0.155893,0.066900,-0.099833,0.000286
0.266796,0.245654,0.163188,0.067002,-0.108129,0.079809
0.266338,0.245004,0.158197,0.066259,-0.094684,0.087533
0.265628,0.243863,0.165492,0.064772,-0.082956,0.046055
0.265213,0.243256,0.149557,0.063313,-0.123862,0.055209
0.265228,0.242504,0.152629,0.061801,-0.100405,0.000000
0.265881,0.242342,0.126903,0.060642,-0.094112,0.018880
0.266415,0.242300,0.124215,0.059394,-0.081526,0.000286
0.267592,0.242855,0.132662,0.058491,-0.108987,0.054064
0.268755,0.243490,0.121335,0.057506,-0.096400,0.023456
0.269746,0.244242,0.114232,0.056270,-0.106698,0.050060
0.270688,0.244944,0.100793,0.054824,-0.063504,0.035185
0.271725,0.245597,0.125751,0.053100,-0.076377,0.053492
0.273499,0.246557,0.115960,0.051741,-0.088391,0.052348
0.274931,0.247797,0.109240,0.050747,-0.102694,0.000286
0.276843,0.249469,0.098105,0.050851,-0.076949,0.090965
0.278097,0.251059,0.095609,0.051094,-0.107843,0.052634
0.279384,0.251338,0.095609,0.051757,-0.144171,0.094970
0.280613,0.252233,0.113656,0.052632,-0.154183,0.062932
0.281618,0.253716,0.102905,0.053002,-0.114422,0.096686
0.281513,0.254523,0.103289,0.052719,-0.107270,0.071800
0.281422,0.255246,0.093881,0.052139,-0.112419,0.083242
0.281396,0.256707,0.112504,0.052114,-0.129869,0.096686
0.281033,0.258357,0.114040,0.051760,-0.120143,0.071800
0.279866,0.258867,0.109240,0.050773,-0.057783,0.036329
0.279575,0.259918,0.101177,0.050226,-0.134160,0.054922
0.279907,0.260634,0.109816,0.050288,-0.127294,0.062932
0.279684,0.260939,0.104057,0.049831,-0.108701,0.063790
0.279094,0.260588,0.096377,0.048454,-0.071228,0.059785
0.279531,0.260594,0.101753,0.047540,-0.113564,0.055495
0.279810,0.259867,0.100409,0.046089,-0.081812,0.067509
0.280230,0.259375,0.090042,0.045639,-0.077521,0.040048
0.280045,0.259142,0.075067,0.045025,-0.112705,0.055781
0.280023,0.259600,0.090809,0.044598,-0.096686,0.098975
0.279194,0.259778,0.084474,0.043598,-0.113564,0.037187
0.278449,0.259559,0.081594,0.042213,-0.086675,0.055209
0.277807,0.259301,0.081978,0.040849,-0.057497,0.016019
0.277303,0.259469,0.061820,0.040362,-0.059213,0.054636
0.277185,0.259686,0.078330,0.040343,-0.075518,0.036043
0.277316,0.259770,0.076027,0.040503,-0.089821,0.056067
0.277155,0.259656,0.076411,0.040288,-0.124720,0.073802
0.276643,0.259048,0.070651,0.039812,-0.071800,0.036043
0.276215,0.258333,0.065083,0.039320,-0.036901,0.049773
0.275919,0.257653,0.066235,0.039096,-0.058641,0.018307
0.276004,0.257642,0.070651,0.039122,-0.077807,0.073230
0.275678,0.257268,0.055484,0.038827,-0.062360,0.034327
0.275416,0.257006,0.066235,0.038527,-0.073230,0.050060
0.274693,0.256331,0.041853,0.037800,-0.105840,0.031752
0.274316,0.255906,0.052604,0.037391,-0.039476,0.042622
0.274301,0.255892,0.040125,0.037440,-0.069797,0.067223
0.274553,0.256143,0.040509,0.037664,-0.042622,0.061788
0.274401,0.255991,0.048189,0.037465,-0.062074,0.019738
0.273909,0.255499,0.031294,0.036995,-0.079523,0.047771
0.273874,0.255656,0.029758,0.036991,-0.076090,0.000000
0.273845,0.256490,0.032830,0.036917,-0.065506,0.038045
0.273471,0.256979,0.034941,0.036497,-0.074088,0.020310
0.272683,0.257101,0.019775,0.035701,-0.034040,0.058355
0.272061,0.257534,0.017279,0.035172,-0.044338,0.026317
0.272137,0.258856,0.016127,0.035260,-0.038331,0.040334
0.272074,0.260807,0.004416,0.035137,-0.059785,0.024029
0.272091,0.262885,-0.004032,0.035216,-0.060071,0.036043
0.272475,0.265282,-0.005184,0.035601,-0.052348,0.044624
0.273520,0.267765,0.001920,0.036528,-0.031466,0.040620
0.274676,0.270263,0.001536,0.037410,-0.060071,0.070083
0.275527,0.272409,-0.005568,0.038086,-0.063504,0.088963
0.275827,0.274292,-0.005184,0.038181,-0.059499,0.084672
0.275472,0.275710,-0.008063,0.037829,-0.059499,0.076377
0.275205,0.277121,-0.012287,0.037483,-0.030608,0.056353
0.275473,0.278731,-0.001728,0.037769,-0.043766,0.042622
0.275807,0.280071,0.001344,0.037934,-0.059499,0.076377
0.275782,0.280574,0.002304,0.037518,-0.072658,0.056353
0.275276,0.280403,0.002304,0.036423,-0.017735,0.076090
0.275256,0.280192,0.003840,0.036146,-0.030894,0.037187
0.275383,0.279888,0.000384,0.035852,-0.017735,0.055781
0.275360,0.279049,-0.002112,0.034940,-0.038331,0.055495
0.275062,0.278080,0.001344,0.034009,-0.017735,0.055209
0.275141,0.277536,0.000000,0.033443,-0.066937,0.054636
0.275494,0.276690,0.000000,0.032586,0.010870,0.037187
0.276188,0.275755,0.000000,0.031603,-0.038617,0.018594
0.276885,0.274726,-0.000960,0.030533,-0.059499,0.000286
0.277388,0.273503,0.000000,0.029339,-0.046055,0.037187
0.277575,0.272539,-0.000576,0.028443,-0.017735,0.000286
0.277610,0.271280,-0.001344,0.027100,-0.010584,0.018594
0.277457,0.269641,0.000000,0.025439,-0.010584,-0.018307
0.276992,0.268218,-0.000576,0.024039,0.010298,0.000286
0.276581,0.266608,-0.000960,0.022410,0.003147,-0.018594
0.276251,0.264936,-0.000960,0.020733,0.003147,-0.037759
0.275794,0.263567,-0.000960,0.019425,0.023743,-0.016591
0.275375,0.262094,0.000000,0.017868,0.003147,-0.016591
0.274658,0.260324,-0.000384,0.016008,0.044338,-0.019166
0.273709,0.258654,0.000000,0.013986,0.070369,-0.058069
0.272348,0.257917,-0.001344,0.012472,0.064648,-0.035757
0.270762,0.257194,-0.002112,0.010921,0.038045,-0.055781
0.269323,0.256666,-0.004032,0.009448,0.084958,-0.041478
0.267668,0.256018,-0.002112,0.007883,0.049773,-0.052920
0.266463,0.254861,0.001536,0.006625,0.018307,-0.083528
0.265168,0.253757,-0.001344,0.005325,0.058641,-0.041478
0.263397,0.252944,-0.002496,0.003530,0.074660,-0.062932
0.261270,0.251969,-0.002304,0.001399,0.056067,-0.083814
0.258819,0.250763,-0.010943,-0.001074,0.077807,-0.095828
0.256896,0.249655,-0.006720,-0.002973,0.127294,-0.137592
0.255439,0.249158,-0.004800,-0.004534,0.089535,-0.095828
0.254085,0.248906,-0.003456,-0.006123,0.091251,-0.084100
0.252311,0.247851,-0.002880,-0.008190,0.110703,-0.095542
0.250246,0.246505,-0.000768,-0.010696,0.127580,-0.125864
0.248569,0.245308,-0.004800,-0.012849,0.107556,-0.137306
0.247065,0.244522,-0.008447,-0.014511,0.136162,-0.116138
0.246010,0.243420,-0.012095,-0.015497,0.143599,-0.125864
0.244979,0.242341,-0.011135,-0.016555,0.032324,-0.135590
0.244147,0.241509,-0.013631,-0.017381,0.100405,-0.125864
0.243340,0.240702,-0.017663,-0.018182,0.109273,-0.137306
0.242529,0.239890,-0.010367,-0.018997,0.096686,-0.116138
0.241622,0.238887,-0.008255,-0.019995,0.092110,-0.125864
0.240845,0.237823,-0.017087,-0.021085,0.099547,-0.156758
0.240401,0.236660,-0.018815,-0.022240,0.100119,-0.158474
0.240422,0.235866,-0.026494,-0.022918,0.159904,-0.158474
0.240485,0.235881,-0.015743,-0.022930,0.127580,-0.147032
0.239999,0.235347,-0.024190,-0.023530,0.113850,-0.115852
0.239452,0.234513,-0.020351,-0.024355,0.143885,-0.125864
0.239136,0.233765,-0.027070,-0.025097,0.136162,-0.157902
0.238818,0.232920,-0.014783,-0.025969,0.129869,-0.137020
0.238542,0.232308,-0.031486,-0.026515,0.151037,-0.179356
0.238641,0.232168,-0.029374,-0.026620,0.115852,-0.157044
0.238700,0.231939,-0.020543,-0.026922,0.126436,-0.157330
0.238403,0.230924,-0.029566,-0.028007,0.142741,-0.168200
0.238014,0.229862,-0.031294,-0.028947,0.141311,-0.189368
0.238201,0.230003,-0.022078,-0.028790,0.089821,-0.157330
0.237965,0.229766,-0.029950,-0.029066,0.115280,-0.147032
0.237688,0.229441,-0.038205,-0.029376,0.131871,-0.199952
0.237486,0.229239,-0.023230,-0.029593,0.150179,-0.147032
0.237072,0.228825,-0.027262,-0.030024,0.147890,-0.147032
0.236624,0.228377,-0.038397,-0.030437,0.146460,-0.168200
0.236321,0.228074,-0.027262,-0.030734,0.141025,-0.168200
0.236123,0.227876,-0.029182,-0.030926,0.107556,-0.189368
0.236029,0.227782,-0.028414,-0.031037,0.146174,-0.157902
0.235756,0.227509,-0.033598,-0.031318,0.155328,-0.210536
0.235492,0.227245,-0.038013,-0.031577,0.134446,-0.168200
0.235017,0.226770,-0.031678,-0.032074,0.120429,-0.210536
0.234647,0.226400,-0.033598,-0.032402,0.133874,-0.178784
0.234685,0.226438,-0.028798,-0.032378,0.125864,-0.189368
0.234402,0.226155,-0.031678,-0.032674,0.207390,-0.189368
0.234153,0.225906,-0.033982,-0.032915,0.131871,-0.189368
0.233865,0.225618,-0.040893,-0.033188,0.155614,-0.210536
0.233661,0.225414,-0.043965,-0.033375,0.151037,-0.189368
0.233362,0.225115,-0.041277,-0.033699,0.143885,-0.189368
0.233109,0.224814,-0.046845,-0.033993,0.149893,-0.199952
0.232844,0.224550,-0.041277,-0.034287,0.155328,-0.210536
0.232621,0.224326,-0.044541,-0.034472,0.118427,-0.178784
0.232414,0.224120,-0.041277,-0.034697,0.175351,-0.157616
0.232129,0.223834,-0.045117,-0.034984,0.144744,-0.200238
0.231771,0.223476,-0.040509,-0.035340,0.154755,-0.189368
0.231473,0.223179,-0.046461,-0.035627,0.159904,-0.200238
0.231248,0.222953,-0.046461,-0.035895,0.137878,-0.189368
0.231000,0.222657,-0.047229,-0.036149,0.158760,-0.242574
0.230656,0.222313,-0.048956,-0.036513,0.151609,-0.210536
0.230377,0.221987,-0.050492,-0.036828,0.167056,-0.221406
0.230058,0.221668,-0.047229,-0.037157,0.148176,-0.221406
0.229685,0.221294,-0.043773,-0.037529,0.182217,-0.252872
0.229273,0.220882,-0.042429,-0.037963,0.151609,-0.210536
0.229062,0.220623,-0.038781,-0.038197,0.143599,-0.231704
0.228722,0.220283,-0.038397,-0.038540,0.155328,-0.231704
0.228262,0.219823,-0.039357,-0.039023,0.170775,-0.221692
0.227953,0.219466,-0.050108,-0.039347,0.172777,-0.241716
0.227796,0.219214,-0.051644,-0.039599,0.124148,-0.254016
0.227499,0.218868,-0.054140,-0.039957,0.177926,-0.221692
0.227150,0.218423,-0.046845,-0.040400,0.172777,-0.231704
0.227053,0.218087,-0.044157,-0.040758,0.177640,-0.231704
0.226841,0.217347,-0.052604,-0.041521,0.191657,-0.220548
0.226597,0.216576,-0.061052,-0.042304,0.181931,-0.157044
0.226637,0.216520,-0.049340,-0.042321,0.162479,-0.231704
0.226520,0.216356,-0.052796,-0.042505,0.145030,-0.221692
0.226156,0.215943,-0.059132,-0.042931,0.174493,-0.242860
0.225824,0.215612,-0.052220,-0.043264,0.170775,-0.230560
0.225308,0.215095,-0.053372,-0.043782,0.191657,-0.242860
0.224866,0.214654,-0.060668,-0.044230,0.171061,-0.284910
0.224663,0.214451,-0.048573,-0.044420,0.182789,-0.242860
0.224381,0.214169,-0.063355,-0.044680,0.193087,-0.264028
0.224012,0.213751,-0.061436,-0.045118,0.167628,-0.242860
0.223754,0.213493,-0.065659,-0.045385,0.179070,-0.264028
0.223452,0.213143,-0.055484,-0.045743,0.213397,-0.263742
0.223064,0.212707,-0.072571,-0.046139,0.183075,-0.288343
0.222697,0.212340,-0.068539,-0.046511,0.199666,-0.263742
0.222401,0.211997,-0.062971,-0.046887,0.162193,-0.276043
0.222075,0.211671,-0.073339,-0.047214,0.205387,-0.309511
0.221843,0.211343,-0.067579,-0.047539,0.187366,-0.326674
0.221647,0.210955,-0.067195,-0.047926,0.156186,-0.297211
0.221442,0.210318,-0.074491,-0.048600,0.182503,-0.296925
0.221275,0.209336,-0.080058,-0.049570,0.236853,-0.289487
0.221178,0.209001,-0.084474,-0.049897,0.199666,-0.268891
0.221131,0.208953,-0.080634,-0.049939,0.213111,-0.258021
0.221234,0.209056,-0.087930,-0.049789,0.220834,-0.277759
0.221859,0.209826,-0.097529,-0.049119,0.232276,-0.207676
0.222990,0.211292,-0.110584,-0.047975,0.177926,-0.228271
0.224518,0.213874,-0.122103,-0.046386,0.189082,-0.184219
0.226185,0.216357,-0.120183,-0.044646,0.188796,-0.213969
0.228823,0.218995,-0.135926,-0.041949,0.172205,-0.200238
0.231901,0.221976,-0.130167,-0.038909,0.116996,-0.143885
0.234699,0.224823,-0.135350,-0.036037,0.123289,-0.137878
0.237604,0.227631,-0.128247,-0.033202,0.113850,-0.151609
0.240641,0.230668,-0.126903,-0.030110,0.091537,-0.143885
0.243417,0.233445,-0.126711,-0.027410,0.070655,-0.091823
0.246025,0.236052,-0.130167,-0.024795,0.058069,-0.101835
0.248659,0.238686,-0.123639,-0.022175,0.072372,-0.090393
0.251078,0.241154,-0.113656,-0.019714,0.193945,-0.117282
0.253302,0.243330,-0.127095,-0.017523,0.091251,-0.104982
0.255468,0.245495,-0.110584,-0.015368,0.069797,-0.059785
0.257314,0.247389,-0.111736,-0.013546,0.079809,-0.055781
0.259092,0.249168,-0.110392,-0.011763,0.088677,-0.075232
0.260753,0.250780,-0.099257,-0.010124,0.070369,-0.048343
0.262024,0.252099,-0.094073,-0.008857,0.059213,-0.055495
0.263094,0.253121,-0.114040,-0.007837,0.082384,-0.116710
0.264109,0.254136,-0.089658,-0.006814,0.068367,-0.056639
0.264888,0.254915,-0.095609,-0.006040,0.055495,-0.050060
0.265311,0.255291,-0.090426,-0.005682,0.095256,-0.079237
0.265870,0.255849,-0.085050,-0.005065,0.066937,-0.055209
0.266122,0.256198,-0.079866,-0.004778,0.087533,-0.000572
0.266408,0.256483,-0.065467,-0.004518,0.072086,-0.041764
0.266284,0.256408,-0.081210,-0.004597,0.083814,-0.075232
0.266325,0.256353,-0.057020,-0.004642,0.057211,-0.048629
0.266041,0.256164,-0.067579,-0.004876,0.079809,-0.054922
0.266011,0.256039,-0.067387,-0.004927,0.072944,-0.052920
0.266070,0.256097,-0.057788,-0.004876,0.090107,-0.074088
0.265550,0.255577,-0.063163,-0.005439,0.022598,-0.036901
0.265290,0.255366,-0.057404,-0.005617,0.071228,-0.095828
0.265266,0.255294,-0.060668,-0.005658,0.104982,-0.055209
0.265101,0.255129,-0.049148,-0.005878,0.060930,-0.084100
0.264276,0.254303,-0.048956,-0.006698,0.072944,-0.056067
0.263949,0.254072,-0.051836,-0.006960,0.112419,-0.096686
0.263996,0.253976,-0.045501,-0.006939,0.066937,-0.065506
0.264181,0.254161,-0.059900,-0.006712,0.125006,-0.072658
0.264087,0.254067,-0.042621,-0.006893,0.095256,-0.064648
0.263284,0.253311,-0.053180,-0.007725,0.106984,-0.036043
0.262704,0.252923,-0.047421,-0.008150,0.059499,-0.054064
0.262456,0.252627,-0.056252,-0.008383,0.072086,-0.095542
0.262569,0.252692,-0.041853,-0.008246,0.059499,-0.062932
0.262460,0.252487,-0.043773,-0.008403,0.068939,-0.073516
0.262200,0.252227,-0.045693,-0.008677,0.075232,-0.053206
0.261810,0.251837,-0.034941,-0.009088,0.092682,-0.055781
0.260835,0.251054,-0.044157,-0.010004,0.074374,-0.075232
0.260731,0.250902,-0.033982,-0.010085,0.084958,-0.075518
0.260244,0.250367,-0.037437,-0.010532,0.043766,-0.092110
0.260183,0.250259,-0.049724,-0.010597,0.059213,-0.041764
0.260737,0.250812,-0.037629,-0.009994,0.044911,-0.041478
0.261308,0.251383,-0.040893,-0.009459,0.042336,-0.034899
0.261032,0.251107,-0.049724,-0.009823,0.075804,-0.082098
0.260968,0.251187,-0.031870,-0.009814,0.074374,-0.075518
0.260495,0.250762,-0.026110,-0.010256,0.069225,-0.074660
0.260389,0.250656,-0.038973,-0.010329,0.063504,-0.042908
0.260475,0.250646,-0.029758,-0.010247,0.057211,-0.048343
0.259961,0.250132,-0.024382,-0.010873,0.069511,-0.055781
0.259198,0.249321,-0.031294,-0.011543,0.088391,-0.090393
0.259797,0.249968,-0.028990,-0.010851,0.037759,-0.072372
0.259969,0.250140,-0.034941,-0.010800,0.060071,-0.071800
0.259711,0.249882,-0.028990,-0.011034,0.034327,-0.053778
0.260082,0.250253,-0.033790,-0.010571,0.074088,-0.072372
0.260380,0.250551,-0.019775,-0.010381,0.072944,-0.019738
0.259748,0.249919,-0.023806,-0.011084,0.072372,-0.055495
0.258957,0.249176,-0.014783,-0.011823,0.062646,-0.072944
0.258619,0.248838,-0.028030,-0.012083,0.082098,-0.060644
0.258954,0.249173,-0.015743,-0.011799,0.060930,-0.054922
0.258441,0.248613,-0.014015,-0.012390,0.060930,-0.062932
0.257486,0.247657,-0.014783,-0.013289,0.116710,-0.090965
0.257304,0.247428,-0.012287,-0.013448,0.061502,-0.063504
0.257232,0.247403,-0.024190,-0.013462,0.061502,-0.056067
0.257222,0.247393,-0.014207,-0.013563,0.091537,-0.227413
0.256602,0.246773,-0.014015,-0.014192,0.076377,-0.074946
0.256167,0.246338,-0.013823,-0.014608,0.081239,-0.055495
0.255998,0.246169,-0.010751,-0.014728,0.081526,-0.049487
0.255949,0.246121,-0.023614,-0.014765,0.076377,-0.074088
0.256307,0.246478,-0.016511,-0.014395,0.056067,-0.075518
0.256243,0.246414,-0.007295,-0.014530,0.076377,-0.091537
0.255594,0.245718,-0.008063,-0.015214,0.061216,-0.075518
0.254736,0.244860,-0.011711,-0.016004,0.096686,-0.091537
0.254821,0.244945,-0.009215,-0.015896,0.070655,-0.068939
0.254559,0.244683,-0.012863,-0.016210,0.076377,-0.063218
0.254593,0.244812,-0.024574,-0.016096,0.076377,-0.071800
0.255065,0.245332,-0.010559,-0.015592,0.091823,-0.072658
0.254929,0.245148,-0.004416,-0.015797,0.081239,-0.055495
0.254199,0.244322,-0.001728,-0.016585,0.060930,-0.108987
0.253098,0.243173,0.000000,-0.017722,0.111847,-0.111561
0.252417,0.242396,0.001344,-0.018439,0.096686,-0.075804
0.251720,0.241699,-0.001152,-0.019130,0.111561,-0.111561
0.250761,0.240740,-0.002112,-0.020120,0.092110,-0.095542
0.249812,0.239839,0.000384,-0.021044,0.096114,-0.261168
0.249098,0.239125,0.000768,-0.021757,0.092110,-0.092110
0.248301,0.238328,0.000384,-0.022568,0.112133,-0.126722
0.247467,0.237494,-0.001344,-0.023364,0.132157,-0.130441
0.246850,0.236878,0.000000,-0.023976,0.108415,-0.147890
0.246152,0.236179,-0.001344,-0.024694,0.131871,-0.095542
0.245437,0.235465,-0.001728,-0.025399,0.099547,-0.111847
0.244836,0.234864,-0.004608,-0.025992,0.112133,-0.082956
0.244559,0.234586,-0.009791,-0.026220,0.112133,-0.096686
0.244469,0.234544,-0.012479,-0.026317,0.092968,-0.109845
0.244799,0.234874,-0.014975,-0.025933,0.095542,-0.103552
0.245666,0.235741,-0.027454,-0.024984,0.095828,-0.090393
0.247297,0.237324,-0.035709,-0.023307,0.078093,-0.096114
0.248502,0.238529,-0.023806,-0.022168,0.038617,-0.096114
0.249454,0.239481,-0.028414,-0.021225,0.037759,-0.049201
0.250485,0.240513,-0.026110,-0.020178,0.042050,-0.076090
0.251722,0.241749,-0.030910,-0.018955,0.066079,-0.055781
0.252801,0.242876,-0.023806,-0.017852,0.070942,-0.036043
0.253555,0.243679,-0.011903,-0.017134,0.053206,-0.072372
0.254151,0.244274,-0.013631,-0.016542,0.034613,-0.063218
0.254417,0.244492,-0.013823,-0.016288,0.081239,-0.050060
0.254812,0.244887,-0.008831,-0.015873,0.073516,-0.055781
0.255080,0.245155,-0.005184,-0.015646,0.046055,-0.055209
0.255224,0.245348,-0.010367,-0.015435,0.073802,-0.090679
0.256235,0.246406,-0.019007,-0.014362,0.039189,-0.062932
0.257204,0.247375,-0.002496,-0.013466,0.053206,-0.054922
0.257578,0.247653,0.012479,-0.013139,0.018307,-0.062932
0.257335,0.247171,0.002496,-0.013438,0.054064,-0.040906
0.256552,0.246388,-0.006912,-0.014267,0.057783,-0.062932
0.256423,0.246210,0.000000,-0.014349,0.051204,-0.083814
0.256629,0.246464,0.001920,-0.014141,0.034040,-0.053206
0.256333,0.246169,-0.002880,-0.014504,0.049487,-0.072944
0.256043,0.246023,0.001728,-0.014724,0.078379,-0.062932
0.256280,0.246260,-0.000384,-0.014459,0.054064,-0.032324
0.256494,0.246521,-0.000576,-0.014240,0.038331,-0.062932
0.256533,0.246513,0.000576,-0.014203,0.038331,-0.062932
0.256572,0.246552,0.000000,-0.014131,0.058069,-0.052920
0.256826,0.246805,0.000576,-0.013902,0.037759,-0.062932
0.257011,0.246990,0.000000,-0.013707,0.054064,-0.041764
0.257100,0.247080,0.000000,-0.013631,0.054064,-0.062932
0.257238,0.247217,0.000000,-0.013478,0.034040,-0.031752
0.257418,0.247397,0.000000,-0.013301,0.026317,-0.062932
0.257587,0.247567,0.000000,-0.013120,0.054064,-0.062932
0.257737,0.247716,0.000000,-0.012977,0.050346,-0.062932
0.257937,0.247916,0.000000,-0.012774,0.034040,-0.041764
0.258135,0.248114,0.000000,-0.012580,0.058069,-0.031752
0.258339,0.248319,0.000000,-0.012364,0.034040,-0.052920
0.258542,0.248521,0.000000,-0.012169,0.050346,-0.020596
0.258689,0.248669,0.000000,-0.012014,0.058069,-0.041764
0.258890,0.248869,0.000000,-0.011832,0.038045,-0.041764
0.259054,0.249033,0.000000,-0.011676,0.038045,-0.030608
0.259229,0.249209,0.000000,-0.011486,0.018021,-0.041764
0.259388,0.249367,0.000000,-0.011329,0.054064,-0.031752
0.259506,0.249485,0.000000,-0.011204,0.038045,-0.052920
0.259705,0.249685,0.000000,-0.011005,0.065793,-0.051776
0.259840,0.249819,0.000000,-0.010885,0.058069,-0.010584
0.260056,0.250035,0.000000,-0.010671,0.034040,-0.051776
0.260182,0.250162,0.000000,-0.010525,0.074088,-0.041764
0.260371,0.250350,0.000000,-0.010354,0.058069,-0.041764
0.260496,0.250476,0.000000,-0.010220,0.034040,-0.041764
0.260664,0.250644,0.000000,-0.010055,0.014303,-0.041764
0.260831,0.250811,0.000000,-0.009879,0.054064,-0.031752
0.260945,0.250924,0.000000,-0.009759,0.038045,-0.062932
0.261082,0.251061,0.000000,-0.009612,0.038045,-0.020596
0.261230,0.251209,0.000000,-0.009509,0.018021,-0.031752
0.261341,0.251320,0.000000,-0.009378,0.058069,-0.041764
0.261474,0.251453,0.000000,-0.009253,0.018021,-0.052920
0.261613,0.251592,0.000000,-0.009111,0.018021,-0.041764
0.261701,0.251680,0.000000,-0.009026,0.038045,-0.062932
0.261774,0.251753,0.000000,-0.008946,0.034040,-0.010584
0.261891,0.251870,0.000000,-0.008843,0.041764,-0.062932
0.261957,0.251937,0.000000,-0.008782,0.038045,-0.062932
0.262052,0.252031,0.000000,-0.008675,-0.005435,-0.031752
0.262137,0.252116,0.000000,-0.008593,0.030322,-0.041764
0.262269,0.252248,0.000000,-0.008440,0.018021,0.020310
0.262321,0.252300,0.000000,-0.008414,0.018021,-0.041764
0.262419,0.252398,0.000000,-0.008316,0.038045,-0.020596
0.262466,0.252446,0.000000,-0.008267,0.038045,-0.041764
0.262499,0.252478,0.000000,-0.008224,-0.001716,-0.041764
0.262568,0.252547,0.000000,-0.008159,-0.012872,-0.082956
0.262655,0.252634,0.000000,-0.008092,0.054064,0.000286
0.262659,0.252638,0.000000,-0.008066,0.038045,-0.030322
0.262729,0.252708,0.000000,-0.007973,0.034040,-0.041764
0.262797,0.252777,0.000000,-0.007929,0.034040,-0.032038
0.262844,0.252823,0.000000,-0.007867,0.034040,-0.041764
0.262886,0.252866,0.000000,-0.007843,0.034040,-0.074374
0.262923,0.252902,0.000000,-0.007802,0.038045,-0.041764
0.262932,0.252911,0.000000,-0.007808,0.034040,-0.032038
0.262950,0.252930,0.000000,-0.007779,-0.005435,-0.061502
0.262993,0.252972,0.000000,-0.007726,0.038045,-0.053206
0.263041,0.253021,0.000000,-0.007684,0.022026,-0.051490
0.263069,0.253049,0.000000,-0.007649,0.038045,-0.041764
0.263089,0.253068,0.000000,-0.007645,0.018021,-0.062932
0.263098,0.253077,0.000000,-0.007636,0.034040,-0.032038
0.263104,0.253083,0.000000,-0.007626,0.022026,-0.062932
0.263141,0.253120,0.000000,-0.007589,0.038045,-0.041764
0.263151,0.253130,0.000000,-0.007569,0.022026,-0.041764
0.263203,0.253183,0.000000,-0.007522,0.038045,-0.030322
0.263211,0.253190,0.000000,-0.007522,0.038045,-0.020596
0.263177,0.253157,0.000000,-0.007558,-0.005435,-0.020596
0.263152,0.253132,0.000000,-0.007596,0.061788,-0.032038
0.263117,0.253097,0.000000,-0.007587,0.034040,-0.041764
0.263174,0.253153,0.000000,-0.007561,0.018021,-0.062932
0.263173,0.253152,0.000000,-0.007574,0.018021,-0.020596
0.263178,0.253158,0.000000,-0.007567,0.038045,-0.030322
0.263146,0.253125,0.000000,-0.007591,0.034040,-0.041764
0.263164,0.253144,0.000000,-0.007556,0.034040,-0.062932
0.263153,0.253132,0.000000,-0.007587,0.018021,-0.032038
0.263121,0.253100,0.000000,-0.007599,0.038045,-0.032038
0.263110,0.253090,0.000000,-0.007611,0.022026,-0.022026
0.263095,0.253075,0.000000,-0.007623,0.041764,-0.041764
0.263091,0.253071,0.000000,-0.007645,0.030322,-0.041764
0.263095,0.253074,0.000000,-0.007641,0.058069,-0.020596
0.263097,0.253076,0.000000,-0.007637,0.041764,-0.032038
0.263055,0.253035,0.000000,-0.007677,0.034040,-0.032038
0.263002,0.252981,0.000000,-0.007730,0.038045,-0.041764
0.262991,0.252971,0.000000,-0.007734,0.014303,-0.051490
0.262953,0.252933,0.000000,-0.007776,0.018021,-0.032038
0.262937,0.252917,0.000576,-0.007797,0.014303,-0.062932
0.262902,0.252882,0.000000,-0.007852,0.034040,0.084958
0.262874,0.252853,0.000000,-0.007863,0.054064,-0.053206
0.262841,0.252820,0.000000,-0.007880,-0.001716,-0.030322
0.262822,0.252801,0.000000,-0.007900,0.054064,-0.041764
0.262846,0.252825,0.000000,-0.007883,0.018021,-0.051490
