z,ds,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0.238689,0.068725,0.008516,0.000718,0.139387,0.138115,0.160804,0.158737
0.242743,0.070823,0.010377,0.000723,0.138420,0.137125,0.160061,0.157409
0.247042,0.071840,0.012538,0.000607,0.137334,0.136172,0.159112,0.155988
0.251459,0.072925,0.014645,0.000602,0.136313,0.135165,0.158274,0.154554
0.255704,0.073475,0.016529,0.000481,0.135251,0.134194,0.157389,0.153186
0.260145,0.073518,0.018224,0.000392,0.134192,0.133216,0.156526,0.151910
0.264434,0.073230,0.019240,0.000522,0.133253,0.132143,0.155685,0.150640
0.268830,0.072822,0.020469,0.000630,0.132276,0.131071,0.154700,0.149186
0.272722,0.072871,0.022047,0.000809,0.131373,0.129956,0.153902,0.147730
0.276545,0.073027,0.024138,0.000575,0.130232,0.129049,0.152895,0.146368
0.280644,0.073066,0.025336,0.000476,0.129167,0.128101,0.151958,0.145135
0.284999,0.072511,0.026148,0.000667,0.128238,0.126988,0.151043,0.143834
0.289429,0.071819,0.027957,0.000599,0.127188,0.125990,0.150208,0.142568
0.294007,0.071846,0.030276,0.000428,0.126069,0.125059,0.149376,0.141236
0.298843,0.072304,0.032661,0.000379,0.125005,0.124086,0.148642,0.139922
0.303585,0.071975,0.034547,0.000181,0.123852,0.123176,0.147796,0.138734
0.308122,0.071828,0.035201,0.000186,0.122823,0.122138,0.146849,0.137562
0.312568,0.071932,0.035298,0.000285,0.121859,0.121065,0.145943,0.136523
0.317335,0.072015,0.035819,0.000330,0.120843,0.120037,0.145059,0.135526
0.321909,0.071183,0.036634,0.000063,0.119667,0.119174,0.144132,0.134667
0.326607,0.069642,0.037486,-0.000117,0.118542,0.118252,0.143228,0.133698
0.331205,0.067550,0.037781,-0.000217,0.117461,0.117275,0.142225,0.132707
0.336030,0.065554,0.037999,-0.000324,0.116376,0.116330,0.141254,0.131818
0.340878,0.064110,0.038022,-0.000324,0.115370,0.115335,0.140417,0.130978
0.345606,0.063407,0.038417,-0.000539,0.114233,0.114436,0.139390,0.130098
0.350331,0.063240,0.038376,-0.000659,0.113178,0.113501,0.138424,0.129231
0.354997,0.063160,0.037624,-0.000803,0.112098,0.112586,0.137326,0.128499
0.359687,0.063201,0.036172,-0.000775,0.111121,0.111573,0.136198,0.127735
0.364237,0.063506,0.034332,-0.000927,0.110058,0.110645,0.134899,0.127086
0.368795,0.062937,0.032245,-0.001160,0.108946,0.109754,0.133511,0.126490
0.373555,0.062720,0.029837,-0.000979,0.108053,0.108639,0.132222,0.125694
0.378113,0.063011,0.028680,-0.001223,0.106944,0.107760,0.130898,0.124978
0.382588,0.062768,0.027735,-0.001361,0.105894,0.106796,0.129620,0.124040
0.387066,0.063134,0.026574,-0.001578,0.104784,0.105908,0.128300,0.123265
0.391580,0.063460,0.024937,-0.001809,0.103669,0.105010,0.126855,0.122478
0.395929,0.063613,0.022030,-0.001924,0.102630,0.104051,0.125381,0.121876
0.400579,0.064038,0.018428,-0.001737,0.101747,0.102942,0.123914,0.121228
0.405007,0.063981,0.015205,-0.001916,0.100652,0.102011,0.122230,0.120640
0.409604,0.064433,0.012258,-0.001939,0.100000,0.101013,0.120721,0.119998
0.414149,0.064666,0.009857,-0.001920,0.100000,0.100987,0.119375,0.119311
0.418310,0.064744,0.008043,-0.002183,0.100000,0.101122,0.117930,0.118635
0.422631,0.065299,0.005847,-0.002218,0.100000,0.101140,0.116605,0.117947
0.426906,0.066351,0.003440,-0.002212,0.100000,0.101137,0.115364,0.117389
0.431035,0.066348,0.001551,-0.002317,0.100000,0.101191,0.114104,0.116747
0.435346,0.066578,-0.000053,-0.002387,0.100000,0.101227,0.112951,0.116140
0.439944,0.067309,-0.000974,-0.002323,0.100000,0.101194,0.112006,0.115427
0.444616,0.067103,-0.002040,-0.002291,0.100000,0.101177,0.111174,0.114795
0.449632,0.066134,-0.005222,-0.001965,0.100000,0.101010,0.110319,0.114484
0.454130,0.064912,-0.007599,-0.002018,0.100000,0.101037,0.109553,0.114515
0.458746,0.065042,-0.007495,-0.002127,0.100000,0.101093,0.109360,0.114508
0.462795,0.065043,-0.006745,-0.002263,0.100000,0.101163,0.109449,0.114515
0.466630,0.064548,-0.006620,-0.002303,0.100000,0.101183,0.109464,0.114515
0.470709,0.063967,-0.007030,-0.002226,0.100000,0.101143,0.109471,0.114539
0.474752,0.063221,-0.007312,-0.002136,0.100000,0.101097,0.109471,0.114539
0.479002,0.062529,-0.007532,-0.002063,0.100000,0.101059,0.109471,0.114531
0.483366,0.061752,-0.007975,-0.001923,0.100000,0.100987,0.109471,0.114515
0.487595,0.060903,-0.007968,-0.001912,0.100000,0.100981,0.109471,0.114515
0.491885,0.059994,-0.007974,-0.001895,0.100000,0.100972,0.109471,0.114500
0.495947,0.059326,-0.007998,-0.001884,0.100000,0.100966,0.109478,0.114500
0.499876,0.058680,-0.007921,-0.001891,0.100000,0.100970,0.109478,0.114500
0.503679,0.058146,-0.007741,-0.001947,0.100000,0.100998,0.109478,0.114500
0.507518,0.057575,-0.007649,-0.001971,0.100000,0.101011,0.109478,0.114500
0.511214,0.056996,-0.007304,-0.002069,0.100000,0.101061,0.109471,0.114500
0.514965,0.056550,-0.007176,-0.002116,0.100000,0.101085,0.109471,0.114500
0.518629,0.056314,-0.007290,-0.002088,0.100000,0.101070,0.109471,0.114500
0.522239,0.056135,-0.007445,-0.002043,0.100000,0.101047,0.109471,0.114500
0.525630,0.055925,-0.007719,-0.001976,0.100000,0.101013,0.109464,0.114500
0.528968,0.056121,-0.007924,-0.001915,0.100000,0.100982,0.109464,0.114500
0.532227,0.056350,-0.008123,-0.001857,0.100000,0.100952,0.109464,0.114500
0.535381,0.056458,-0.008131,-0.001848,0.100000,0.100948,0.109464,0.114500
0.538455,0.056604,-0.008045,-0.001862,0.100000,0.100958,0.109464,0.114492
0.541599,0.057013,-0.007852,-0.001922,0.100000,0.100999,0.109464,0.114492
0.544634,0.057315,-0.007865,-0.001913,0.100000,0.101001,0.109471,0.114492
0.547541,0.057698,-0.007772,-0.001943,0.100000,0.101027,0.109471,0.114500
0.550303,0.057998,-0.007715,-0.001954,0.100000,0.101040,0.109471,0.114492
0.553024,0.058415,-0.007802,-0.001934,0.100000,0.101040,0.109471,0.114492
0.555650,0.058879,-0.007892,-0.001905,0.100000,0.101035,0.109471,0.114492
0.558166,0.059416,-0.007990,-0.001885,0.100000,0.101038,0.109464,0.114492
0.560641,0.059864,-0.007998,-0.001881,0.100000,0.101049,0.109464,0.114492
0.563077,0.060203,-0.008023,-0.001879,0.100000,0.101076,0.109464,0.114492
0.565516,0.060717,-0.008033,-0.001874,0.100000,0.101120,0.109464,0.114492
0.567800,0.061109,-0.008132,-0.001854,0.100000,0.101175,0.109464,0.114500
0.570151,0.061718,-0.008042,-0.001884,0.100000,0.101292,0.109464,0.114500
0.572372,0.062069,-0.008047,-0.001870,0.100000,0.101413,0.109464,0.114492
0.574576,0.062568,-0.008014,-0.001883,0.100000,0.101586,0.109464,0.114492
0.576617,0.062992,-0.007894,-0.001913,0.100000,0.101821,0.109456,0.114492
0.578668,0.063685,-0.007974,-0.001910,0.100150,0.102095,0.109456,0.114492
0.580631,0.064154,-0.007877,-0.001916,0.100456,0.102403,0.109464,0.114492
0.582556,0.064570,-0.007836,-0.001949,0.100789,0.102766,0.109464,0.114492
0.584360,0.064955,-0.007786,-0.001953,0.101175,0.103153,0.109464,0.114492
0.586118,0.065390,-0.007812,-0.001957,0.101582,0.103562,0.109464,0.114500
0.587876,0.065473,-0.007697,-0.001979,0.101986,0.103986,0.109464,0.114500
0.589651,0.065631,-0.007593,-0.002014,0.102395,0.104428,0.109464,0.114500
0.591354,0.065639,-0.007506,-0.002034,0.102808,0.104859,0.109464,0.114500
0.593181,0.065581,-0.007275,-0.002097,0.103184,0.105298,0.109464,0.114500
0.595135,0.065785,-0.006991,-0.002170,0.103536,0.105724,0.109471,0.114500
0.596801,0.065943,-0.006821,-0.002230,0.103857,0.106104,0.109471,0.114508
0.598636,0.066079,-0.006552,-0.002306,0.104126,0.106450,0.109471,0.114508
0.600297,0.066186,-0.006341,-0.002360,0.104364,0.106742,0.109471,0.114508
0.601868,0.065927,-0.006062,-0.002437,0.104501,0.106958,0.109471,0.114508
0.603668,0.065772,-0.005687,-0.002538,0.104581,0.107139,0.109478,0.114508
0.605492,0.065937,-0.005400,-0.002620,0.104646,0.107288,0.109478,0.114508
0.607625,0.065653,-0.005042,-0.002723,0.104660,0.107409,0.109478,0.114508
0.609616,0.065053,-0.004652,-0.002825,0.104636,0.107490,0.109478,0.114508
0.611798,0.064919,-0.004291,-0.002923,0.104609,0.107568,0.109478,0.114500
0.614000,0.065037,-0.003975,-0.003006,0.104589,0.107632,0.109478,0.114508
0.615778,0.065250,-0.003829,-0.003069,0.104568,0.107676,0.109478,0.114508
0.617144,0.065567,-0.003749,-0.003090,0.104568,0.107697,0.109478,0.114508
0.617861,0.066141,-0.003747,-0.003092,0.104582,0.107714,0.109478,0.114508
0.618549,0.066012,-0.003866,-0.003069,0.104592,0.107699,0.109478,0.114515
0.618551,0.066492,-0.003760,-0.003089,0.104595,0.107721,0.109478,0.114523
0.618288,0.066885,-0.003530,-0.003174,0.104565,0.107776,0.109486,0.114523
0.617891,0.067275,-0.003729,-0.003124,0.104600,0.107762,0.109486,0.114539
0.617214,0.067768,-0.003563,-0.003168,0.104591,0.107797,0.109486,0.114539
0.616498,0.068409,-0.003785,-0.003123,0.104634,0.107790,0.109478,0.114539
0.615795,0.069121,-0.003769,-0.003132,0.104652,0.107814,0.109464,0.114539
0.615195,0.069310,-0.003880,-0.003106,0.104672,0.107807,0.109464,0.114539
0.614902,0.069115,-0.003917,-0.003092,0.104674,0.107795,0.109464,0.114539
0.614485,0.069138,-0.003669,-0.003160,0.104639,0.107832,0.109464,0.114539
0.614082,0.069045,-0.003678,-0.003142,0.104645,0.107825,0.109471,0.114531
0.613623,0.068408,-0.003732,-0.003131,0.104636,0.107800,0.109478,0.114539
0.613711,0.066520,-0.003906,-0.003090,0.104607,0.107729,0.109478,0.114546
0.613897,0.063718,-0.003772,-0.003106,0.104522,0.107666,0.109478,0.114539
0.613937,0.060891,-0.003261,-0.003241,0.104375,0.107663,0.109478,0.114539
0.614498,0.058887,-0.003128,-0.003255,0.104305,0.107620,0.109501,0.114539
0.615115,0.056069,-0.003362,-0.003188,0.104265,0.107519,0.109501,0.114539
0.615446,0.053061,-0.003382,-0.003179,0.104188,0.107439,0.109493,0.114531
0.615572,0.050054,-0.003392,-0.003177,0.104111,0.107364,0.109493,0.114531
0.615652,0.047032,-0.003487,-0.003131,0.104053,0.107267,0.109508,0.114539
0.615830,0.043789,-0.003467,-0.003114,0.103977,0.107180,0.109523,0.114539
0.615967,0.040442,-0.003520,-0.003092,0.103904,0.107092,0.109523,0.114539
0.616095,0.037407,-0.003461,-0.003086,0.103828,0.107020,0.109530,0.114531
0.616363,0.034358,-0.003427,-0.003029,0.103767,0.106924,0.109575,0.114531
0.616708,0.031444,-0.003157,-0.003016,0.103675,0.106852,0.109627,0.114531
0.616979,0.028480,-0.003223,-0.003107,0.103514,0.106831,0.109486,0.114531
0.617345,0.025724,-0.003460,-0.003069,0.103415,0.106748,0.109412,0.114554
0.617745,0.023040,-0.003206,-0.003007,0.103326,0.106654,0.109471,0.114546
0.618226,0.020433,-0.003043,-0.003032,0.103172,0.106601,0.109434,0.114562
0.618621,0.018567,-0.002957,-0.002964,0.103072,0.106504,0.109501,0.114616
0.619199,0.017172,-0.002187,-0.002915,0.102954,0.106423,0.109582,0.114531
0.619897,0.015263,-0.001802,-0.002867,0.102830,0.106346,0.109590,0.114461
0.620586,0.012812,-0.002162,-0.002772,0.102740,0.106212,0.109501,0.114415
0.621087,0.011004,-0.002448,-0.002768,0.102627,0.106142,0.109456,0.114492
0.621681,0.009400,-0.002697,-0.002569,0.102614,0.105975,0.109515,0.114500
0.621906,0.006748,-0.002104,-0.002563,0.102514,0.105908,0.109597,0.114453
0.622004,0.002766,-0.001939,-0.002506,0.102436,0.105798,0.109597,0.114360
0.621809,-0.002166,-0.001882,-0.002504,0.102364,0.105709,0.109627,0.114360
0.621901,-0.007301,-0.002271,-0.002463,0.102319,0.105607,0.109590,0.114360
0.621819,-0.012406,-0.002556,-0.002442,0.102272,0.105522,0.109523,0.114345
0.621849,-0.016955,-0.002394,-0.002497,0.102191,0.105484,0.109501,0.114322
0.622129,-0.020812,-0.002393,-0.002525,0.102136,0.105447,0.109493,0.114329
0.622840,-0.024699,-0.002567,-0.002619,0.102064,0.105447,0.109382,0.114322
0.623467,-0.028862,-0.003209,-0.002614,0.102071,0.105415,0.109353,0.114422
0.624135,-0.033231,-0.003994,-0.002428,0.102195,0.105323,0.109434,0.114523
0.624753,-0.039152,-0.004393,-0.002347,0.102272,0.105301,0.109360,0.114469
0.625073,-0.044897,-0.004879,-0.002167,0.102437,0.105252,0.109427,0.114469
0.625314,-0.050444,-0.005436,-0.001989,0.102640,0.105231,0.109553,0.114508
0.625153,-0.056184,-0.006343,-0.001782,0.102877,0.105221,0.109560,0.114508
0.625194,-0.061062,-0.007207,-0.001496,0.103200,0.105214,0.109575,0.114453
0.625236,-0.065263,-0.007692,-0.001342,0.103490,0.105314,0.109656,0.114500
0.625028,-0.068710,-0.008455,-0.001169,0.103825,0.105429,0.109686,0.114515
0.624883,-0.070603,-0.008668,-0.001136,0.104126,0.105667,0.109701,0.114546
0.624548,-0.070471,-0.009024,-0.000936,0.104550,0.105872,0.109775,0.114531
0.624203,-0.068913,-0.009278,-0.000807,0.104944,0.106142,0.109805,0.114508
0.623678,-0.065305,-0.009477,-0.000796,0.105300,0.106494,0.109731,0.114500
0.623057,-0.059773,-0.009727,-0.000735,0.105685,0.106832,0.109701,0.114500
0.622047,-0.051801,-0.009816,-0.000642,0.106083,0.107159,0.109642,0.114422
0.620808,-0.041896,-0.009943,-0.000593,0.106439,0.107507,0.109575,0.114399
0.619395,-0.030315,-0.010236,-0.000427,0.106861,0.107797,0.109597,0.114376
0.617454,-0.019652,-0.010420,-0.000416,0.107211,0.108116,0.109575,0.114407
0.615779,-0.011516,-0.010747,-0.000303,0.107529,0.108325,0.109627,0.114430
0.613666,-0.007163,-0.010742,-0.000254,0.107698,0.108452,0.109627,0.114438
0.611322,-0.004570,-0.010338,-0.000372,0.107727,0.108607,0.109634,0.114438
0.609164,-0.002269,-0.010341,-0.000348,0.107819,0.108676,0.109649,0.114438
0.606863,-0.001079,-0.010298,-0.000289,0.107879,0.108688,0.109708,0.114438
0.604656,-0.001169,-0.010176,-0.000282,0.107853,0.108673,0.109746,0.114453
0.602506,-0.002091,-0.010223,-0.000397,0.107732,0.108691,0.109642,0.114492
0.600526,-0.003305,-0.010641,-0.000413,0.107651,0.108634,0.109590,0.114577
0.598528,-0.004909,-0.010523,-0.000360,0.107602,0.108534,0.109686,0.114609
0.596757,-0.006893,-0.009995,-0.000313,0.107516,0.108426,0.109798,0.114546
0.594840,-0.010127,-0.009873,-0.000309,0.107389,0.108280,0.109723,0.114399
0.593205,-0.013331,-0.009865,-0.000379,0.107216,0.108201,0.109612,0.114360
0.591570,-0.016753,-0.010346,-0.000242,0.107175,0.108018,0.109619,0.114360
0.590108,-0.020486,-0.010281,-0.000252,0.107049,0.107902,0.109619,0.114360
0.588616,-0.024118,-0.010247,-0.000267,0.106926,0.107794,0.109619,0.114360
0.587251,-0.027987,-0.010054,-0.000332,0.106771,0.107705,0.109619,0.114368
0.585752,-0.030629,-0.009872,-0.000387,0.106656,0.107649,0.109619,0.114368
0.584602,-0.033038,-0.009989,-0.000381,0.106584,0.107570,0.109619,0.114376
0.583457,-0.034958,-0.010113,-0.000334,0.106551,0.107485,0.109612,0.114376
0.582283,-0.036697,-0.009853,-0.000423,0.106453,0.107480,0.109612,0.114376
0.581570,-0.038119,-0.010018,-0.000379,0.106433,0.107414,0.109612,0.114376
0.580735,-0.039624,-0.010069,-0.000358,0.106397,0.107356,0.109612,0.114376
0.579925,-0.041123,-0.009908,-0.000404,0.106330,0.107336,0.109612,0.114376
0.579296,-0.042181,-0.010211,-0.000309,0.106345,0.107255,0.109612,0.114360
0.578494,-0.042679,-0.010031,-0.000365,0.106302,0.107269,0.109612,0.114368
0.577823,-0.043461,-0.010326,-0.000292,0.106318,0.107209,0.109612,0.114368
0.576818,-0.044286,-0.010016,-0.000365,0.106256,0.107223,0.109612,0.114368
0.576112,-0.044643,-0.010045,-0.000373,0.106239,0.107214,0.109612,0.114368
0.575461,-0.044418,-0.010156,-0.000327,0.106268,0.107195,0.109612,0.114368
0.574497,-0.044612,-0.009907,-0.000404,0.106225,0.107231,0.109612,0.114368
0.573781,-0.045054,-0.010044,-0.000374,0.106228,0.107204,0.109612,0.114368
0.573157,-0.045112,-0.010000,-0.000379,0.106220,0.107201,0.109612,0.114368
0.572502,-0.044915,-0.010148,-0.000356,0.106241,0.107197,0.109612,0.114376
0.571799,-0.044944,-0.010180,-0.000336,0.106249,0.107184,0.109612,0.114376
0.571013,-0.044902,-0.010009,-0.000383,0.106226,0.107209,0.109612,0.114376
0.570495,-0.044588,-0.010282,-0.000315,0.106269,0.107182,0.109612,0.114376
0.569587,-0.043961,-0.010194,-0.000320,0.106285,0.107204,0.109612,0.114376
0.568723,-0.043772,-0.010075,-0.000369,0.106266,0.107235,0.109612,0.114376
0.567994,-0.043761,-0.010090,-0.000354,0.106275,0.107228,0.109612,0.114376
0.567346,-0.043828,-0.010015,-0.000379,0.106259,0.107237,0.109612,0.114368
0.566894,-0.043946,-0.009984,-0.000386,0.106254,0.107239,0.109612,0.114368
0.566321,-0.044230,-0.009807,-0.000434,0.106220,0.107255,0.109612,0.114368
0.565595,-0.044002,-0.009691,-0.000449,0.106222,0.107276,0.109619,0.114360
0.564904,-0.043895,-0.009897,-0.000401,0.106266,0.107270,0.109619,0.114360
0.564295,-0.043992,-0.010230,-0.000304,0.106342,0.107246,0.109619,0.114360
0.563604,-0.043791,-0.010160,-0.000335,0.106386,0.107316,0.109612,0.114368
0.562909,-0.043230,-0.010013,-0.000374,0.106456,0.107426,0.109612,0.114368
0.562218,-0.043265,-0.009910,-0.000405,0.106531,0.107536,0.109619,0.114368
0.561692,-0.043494,-0.009997,-0.000371,0.106668,0.107638,0.109627,0.114368
0.561180,-0.043812,-0.010118,-0.000341,0.106829,0.107767,0.109627,0.114368
0.560605,-0.044646,-0.010097,-0.000338,0.106985,0.107920,0.109627,0.114368
0.559987,-0.046016,-0.009842,-0.000406,0.107114,0.108120,0.109627,0.114368
0.559293,-0.046420,-0.009708,-0.000440,0.107306,0.108351,0.109627,0.114360
0.558777,-0.046889,-0.009916,-0.000393,0.107587,0.108580,0.109627,0.114360
0.558309,-0.047942,-0.010208,-0.000309,0.107919,0.108824,0.109627,0.114368
0.557750,-0.049260,-0.010012,-0.000370,0.108235,0.109201,0.109627,0.114376
0.557266,-0.049937,-0.009923,-0.000396,0.108646,0.109639,0.109627,0.114376
0.556987,-0.050461,-0.009887,-0.000419,0.109100,0.110116,0.109627,0.114376
0.556707,-0.050827,-0.009937,-0.000388,0.109616,0.110601,0.109634,0.114376
0.556494,-0.051495,-0.010058,-0.000366,0.110230,0.111193,0.109634,0.114376
0.556403,-0.052407,-0.009968,-0.000384,0.110863,0.111842,0.109634,0.114384
0.556419,-0.053352,-0.009824,-0.000428,0.111522,0.112548,0.109642,0.114384
0.556657,-0.054157,-0.009759,-0.000430,0.112276,0.113307,0.109656,0.114384
0.556935,-0.054697,-0.009785,-0.000403,0.113099,0.114104,0.109679,0.114391
0.557223,-0.055019,-0.009652,-0.000354,0.113960,0.114929,0.109753,0.114391
0.557615,-0.054822,-0.009342,-0.000264,0.114866,0.115771,0.109909,0.114399
0.558007,-0.054486,-0.008933,-0.000180,0.115842,0.116697,0.110118,0.114438
0.558400,-0.054007,-0.008377,-0.000256,0.116780,0.117731,0.110297,0.114546
0.558642,-0.052981,-0.008195,-0.000284,0.117779,0.118765,0.110484,0.114709
0.558802,-0.051737,-0.007768,-0.000279,0.118793,0.119797,0.110731,0.114857
0.558500,-0.050446,-0.007130,-0.000209,0.119849,0.120785,0.110994,0.114865
0.558174,-0.049971,-0.005897,-0.000212,0.120849,0.121797,0.111220,0.114756
0.557879,-0.049723,-0.005273,-0.000281,0.121818,0.122860,0.111401,0.114818
0.557744,-0.049069,-0.005427,-0.000225,0.122867,0.123855,0.111551,0.114958
0.557639,-0.048632,-0.004888,-0.000221,0.123885,0.124893,0.111710,0.114990
0.557872,-0.048299,-0.004172,-0.000151,0.124918,0.125900,0.111938,0.114990
0.558099,-0.048073,-0.003219,-0.000144,0.125911,0.126936,0.112173,0.114990
0.558624,-0.047321,-0.001821,-0.000145,0.126898,0.127993,0.112508,0.114990
0.559223,-0.046772,-0.000640,-0.000128,0.127889,0.129036,0.112836,0.114997
0.560047,-0.046034,0.000653,-0.000159,0.128861,0.130105,0.113173,0.115029
0.560499,-0.045596,0.001233,-0.000160,0.129854,0.131133,0.113418,0.115122
0.561045,-0.044590,0.001442,-0.000088,0.130897,0.132131,0.113695,0.115278
0.561365,-0.044435,0.001537,0.000046,0.131970,0.133096,0.113865,0.115317
0.561522,-0.044370,0.002377,0.000018,0.132952,0.134143,0.114043,0.115333
0.561517,-0.043856,0.003501,0.000031,0.133946,0.135185,0.114329,0.115333
0.561605,-0.043321,0.004677,0.000010,0.134926,0.136245,0.114616,0.115341
0.561777,-0.042927,0.005658,-0.000004,0.135907,0.137292,0.114880,0.115364
0.562020,-0.042401,0.006203,-0.000014,0.136902,0.138332,0.115106,0.115450
0.562328,-0.041736,0.006300,0.000034,0.137932,0.139332,0.115324,0.115599
0.562545,-0.041178,0.006268,0.000070,0.138949,0.140319,0.115551,0.115802
0.562410,-0.040435,0.006118,-0.000049,0.139901,0.141368,0.115747,0.116132
0.562311,-0.038953,0.005666,-0.000060,0.140914,0.142370,0.116037,0.116526
0.561976,-0.036750,0.005140,-0.000085,0.141933,0.143380,0.116368,0.117024
0.561573,-0.034098,0.005076,-0.000085,0.142947,0.144379,0.116857,0.117540
0.561121,-0.031309,0.005440,-0.000139,0.143924,0.145390,0.117428,0.118034
0.560483,-0.028568,0.006049,-0.000405,0.144795,0.146480,0.117986,0.118643
0.560214,-0.026354,0.005730,-0.000484,0.145720,0.147454,0.118674,0.119440
0.560624,-0.024725,0.004564,-0.000348,0.146739,0.148295,0.119334,0.120258
0.560388,-0.023544,0.003365,-0.000548,0.147614,0.149271,0.119795,0.121187
0.560303,-0.021976,0.001728,-0.000557,0.148593,0.150169,0.120322,0.122123
0.560589,-0.019637,0.000032,-0.000361,0.149664,0.150995,0.120983,0.123049
0.560476,-0.016585,-0.000177,-0.000616,0.150513,0.152041,0.121736,0.124123
0.560187,-0.014158,0.000285,-0.000967,0.151298,0.153144,0.122469,0.125045
0.560417,-0.012336,-0.000338,-0.001008,0.152224,0.154080,0.123198,0.125922
0.560727,-0.010469,-0.001077,-0.000932,0.153212,0.154963,0.123931,0.126796
0.560878,-0.008655,-0.001394,-0.001122,0.154068,0.155971,0.124625,0.127735
0.560924,-0.005780,-0.002177,-0.001122,0.155043,0.156923,0.125381,0.128671
0.561028,-0.002318,-0.002968,-0.000872,0.156144,0.157782,0.126244,0.129534
0.560536,0.000774,-0.002751,-0.000890,0.157107,0.158773,0.127077,0.130385
0.559960,0.003200,-0.001934,-0.000995,0.158002,0.159799,0.127914,0.131100
0.559582,0.005505,-0.001305,-0.000990,0.158942,0.160768,0.128791,0.131801
0.559019,0.007246,-0.001046,-0.001161,0.159805,0.161789,0.129525,0.132592
0.558772,0.008457,-0.002112,-0.001046,0.160811,0.162646,0.130202,0.133396
0.558985,0.010159,-0.003746,-0.000659,0.161957,0.163392,0.130925,0.134204
0.559076,0.011442,-0.004112,-0.000690,0.162887,0.164362,0.131598,0.135060
0.559266,0.011802,-0.003674,-0.000728,0.163779,0.165321,0.132372,0.135777
0.559949,0.012661,-0.002751,-0.000456,0.164830,0.166152,0.133352,0.136307
0.560316,0.013136,-0.000617,-0.000620,0.165678,0.167179,0.134346,0.136875
0.560443,0.012828,0.001338,-0.000760,0.166529,0.168173,0.135283,0.137372
0.560897,0.012704,0.002104,-0.000641,0.167510,0.169053,0.136252,0.137970
0.560838,0.013164,0.002298,-0.000687,0.168422,0.170035,0.137000,0.138734
0.560651,0.012870,0.001732,-0.000405,0.169554,0.170810,0.137933,0.139446
0.560517,0.011367,0.001860,-0.000260,0.170597,0.171635,0.138824,0.140160
0.560056,0.009937,0.003333,-0.000395,0.171491,0.172646,0.139903,0.140960
0.559826,0.007914,0.004988,-0.000448,0.172395,0.173607,0.141024,0.141661
0.559488,0.005253,0.006772,-0.000394,0.173370,0.174461,0.142169,0.142188
0.558990,0.002815,0.008527,-0.000526,0.174274,0.175441,0.143386,0.142977
0.559255,-0.000230,0.009623,-0.000446,0.175268,0.176355,0.144619,0.143806
0.559423,-0.003235,0.010159,-0.000388,0.176268,0.177252,0.145821,0.144760
0.559640,-0.006996,0.010760,-0.000479,0.177178,0.178182,0.146868,0.145661
0.560405,-0.008982,0.010723,-0.000418,0.178193,0.179098,0.148071,0.146764
0.561323,-0.012008,0.010645,-0.000183,0.179293,0.179905,0.149348,0.147787
0.562432,-0.016088,0.011654,-0.000295,0.180198,0.180889,0.150611,0.148881
0.563759,-0.019588,0.013032,-0.000268,0.181165,0.181803,0.151958,0.149797
0.565348,-0.022156,0.014520,-0.000225,0.182172,0.182722,0.153543,0.150880
0.567006,-0.023752,0.016259,-0.000373,0.183066,0.183714,0.154904,0.151852
0.568932,-0.024626,0.017227,-0.000600,0.183915,0.184781,0.156124,0.152973
0.571267,-0.025497,0.017034,-0.000317,0.185036,0.185581,0.157477,0.154078
0.573636,-0.026423,0.017156,-0.000449,0.185953,0.186596,0.158717,0.155382
0.576091,-0.027321,0.017153,-0.000379,0.186966,0.187477,0.159863,0.156409
0.578643,-0.028423,0.017085,-0.000628,0.187807,0.188560,0.160933,0.157713
0.581491,-0.029612,0.016539,-0.000447,0.188883,0.189412,0.162136,0.158856
0.584446,-0.030651,0.016523,-0.000548,0.189813,0.190416,0.163333,0.160161
0.587461,-0.031728,0.016795,-0.000689,0.190711,0.191442,0.164454,0.161321
0.591057,-0.033466,0.016850,-0.000604,0.191704,0.192376,0.165578,0.162386
0.594717,-0.034834,0.016839,-0.000629,0.192681,0.193389,0.166715,0.163524
0.598765,-0.035558,0.016633,-0.000552,0.193703,0.194375,0.167845,0.164675
0.602834,-0.034949,0.016067,-0.000593,0.194664,0.195464,0.168786,0.165870
0.606855,-0.034054,0.014600,-0.000467,0.195721,0.196465,0.169688,0.167099
0.610532,-0.032882,0.012782,-0.000450,0.196743,0.197518,0.170419,0.168361
0.614230,-0.030729,0.010707,-0.000357,0.197816,0.198590,0.171232,0.169749
0.617701,-0.029936,0.008927,-0.000030,0.198990,0.199521,0.172200,0.170999
0.620641,-0.029214,0.008471,-0.000186,0.199923,0.200677,0.172966,0.172150
0.623552,-0.027793,0.008486,-0.000103,0.200999,0.201732,0.174050,0.173191
0.625817,-0.026087,0.008028,-0.000277,0.201915,0.202920,0.174900,0.174408
0.628014,-0.023999,0.006130,0.000061,0.203116,0.203837,0.175833,0.175546
0.629830,-0.021664,0.004074,0.000265,0.204256,0.204830,0.176748,0.176923
0.631331,-0.019122,0.002623,0.000159,0.205223,0.205970,0.177479,0.178231
0.632852,-0.016582,0.000979,0.000296,0.206332,0.206973,0.178458,0.179552
0.633800,-0.015641,-0.000788,0.000383,0.207406,0.207977,0.179355,0.180886
0.634749,-0.014884,-0.002506,0.000504,0.208490,0.208980,0.180172,0.182119
